language,real_value,language_family,simulated_mean,simulated_sd,zscore
Seke_(Ske),0.12215,Austronesian,0.14762811,0.05015262683755066,-0.5080114762986621
Seki,0,Atlantic-Congo,0,0,NA
Selk_nam,0.54085,Other,0.23098166,0.03636742574749965,8.520491446148187
Selkup,0,Uralic,0,0,NA
Senbarei,1.01947,Austronesian,0.33628028,0.09140151689338648,7.474599363563009
Serbocroation,1.45915,Indo-European,0.34838095,0.10005409421291198,11.101685130808523
Serbs,0.9183,Indo-European,0.2000143,0.07783768251386425,9.227994421237565
Seri,0.72193,Other,0.18022196000000001,0.04173901616747847,12.978457322194364
Serrano,1.62993,Uto-Aztecan,1.13775258,0.12130058494769204,4.05750244495721
Setaman_Baktamin,0,Other,0,0,NA
Shasta,0.95854,Other,0.3675457,0.10551869573426056,5.600849175470918
Sherpa,0,Sino-Tibetan,0,0,NA
Shi,1.07782,Atlantic-Congo,0.49478211,0.138465302844936,4.210714727955567
Shipibo,1.18872,Pano-Tacanan,0.48511448,0.10104969975685504,6.962964973602196
Shoshoni,0,Uto-Aztecan,0,0,NA
Sie_(Sye),0.99573,Austronesian,0.41674969,0.08217030169157215,7.046101792022305
Sika,0,Austronesian,0,0,NA
Sikaiana,3.7e-4,Austronesian,0.02705363,0.028686703353162982,-0.9301741532129685
Sindhi,2.25163,Indo-European,1.0676141,0.1090895706353793,10.853612248208876
Sinhala,1,Indo-European,0.47647324,0.12029847658874145,4.351898501506012
Sion,0.84535,Other,0.12700971,0.08027539568365931,8.948449071876999
Sirionó,1.21839,Tupian,0.27577868,0.07560952340073628,12.466833245384816
Siwai_Motuna,0.23646,Other,0.18464233,0.041203588484197286,1.2576009009475841
SkoltSaami,0,Uralic,0,0,NA
Slovakian,0.9183,Indo-European,0.20338421,0.0810306253302868,8.822785053008669
Slovenian,0.9183,Indo-European,0.14438161,0.07185572789931112,10.770448127454284
Soga,0.9183,Atlantic-Congo,0.29140666,0.050286257454031445,12.466494261838173
Songoora,0,Atlantic-Congo,0,0,NA
Sonsorol,0.99679,Austronesian,0.1211314,0.07338242658273962,11.932810630249243
SosvaMansi,0.91829,Uralic,0.23491747,0.05185186005622547,13.179325278957908
Sougb,0,Other,0,0,NA
SouthSaami,0.31669,Uralic,0.15814354,0.03970871072669038,3.9927375404166003
South_Marquesan,0,Austronesian,0,0,NA
South_Tuvaluan_(Vaitupu),0.5,Austronesian,0.12963623,0.055490103069157526,6.674411282646461
Southeast_Ambrym,0.93331,Austronesian,0.21340297,0.0888556311218437,8.101985444375766
Southeast_Babar,0,Austronesian,0,0,NA
Southeastern_Tepehuano,0.55678,Uto-Aztecan,0.23316916,0.05794484735357605,5.584807878176738
Southern_Coastal_Tsimshian,0,Other,0,0,NA
Southern_Paiute,0.94566,Uto-Aztecan,0.51414792,0.1323939051141894,3.2593047212243036
Southern_Tepehuan,0,Uto-Aztecan,0,0,NA
Southern_Ute,0,Uto-Aztecan,0,0,NA
Southwest_Tanna,0.99679,Austronesian,0.187356,0.10671468741794969,7.5850290113284915
Standard_Catalan,0.9183,Indo-European,0.14175311,0.06894100639380375,11.263933188967693
Standard_French,0.88654,Indo-European,0.24465804,0.07541348279150847,8.511501342201313
Standard_Spanish,0.9183,Indo-European,0.2422544,0.072464710801545,9.329307914461259
Suki,0,Other,0,0,NA
Suku,0.9183,Atlantic-Congo,0.38713331,0.046452233810333275,11.434685620691125
Sukuma,0,Atlantic-Congo,0,0,NA
Sula_Fagudu,0.12582,Austronesian,0.10933665,0.06892850968303772,0.23913689815429595
Sula_Mangoli,0.72193,Austronesian,0.47435197,0.10300443668306475,2.4035666615193962
Sumbwa,0,Atlantic-Congo,0,0,NA
Sundanese,1.5822,Austronesian,0.33511566,0.0920502083018437,13.547870917474304
Sungagage,1.10331,Austronesian,0.30302048,0.09936921459878598,8.053696743314879
Sungwadaga,0.07385,Austronesian,0.09776861,0.05470392797325987,-0.4372375236325223
Sungwadia,1.33647,Austronesian,0.53942307,0.11492463192065136,6.935388146818809
Sungwaloge_(Nalemba_Edward),0.93211,Austronesian,0.09372345,0.05791799711477675,14.475406467156656
Sungwaloge_(Nalemba_Simeone_Tari),0.93211,Austronesian,0.15564619,0.06945159211300293,11.17992815393829
Sungwaloge_(Navenvene),0.99679,Austronesian,0.16779023,0.09251329118182096,8.960872101833731
Sungwaloge_(Tauta),0.97688,Austronesian,0.2098732,0.07776302709091476,9.863386607921944
Sungwaloge_(Tawet),0.98008,Austronesian,0.19867288,0.06867583291035888,11.378196475897921
Sunwadia,0.97095,Austronesian,0.12553825999999998,0.12580975660587548,6.719762940551767
Suruí,0.25163,Tupian,0.19446443,0.04322721619877222,1.3224439375678256
Suundi,0.17095,Atlantic-Congo,0.15025462,0.10657916335530654,0.19417848056291362
Suzhou,0,Sino-Tibetan,0,0,NA
Swedish,0.91829,Indo-European,0.30636666,0.041342402262922136,14.801349377532482
Taabwa,0.91829,Atlantic-Congo,0.32357125,0.07630531591950246,7.79393601656001
Tabla,0.93211,Other,0.14930931,0.07125879485556971,10.985320360618124
Tadyawan,0.88654,Austronesian,0.10405861,0.05233073090225918,14.952617257753978
Tagalog,0.67896,Austronesian,0.12942175,0.046296338516101876,11.870015375165586
Tahitians,0,Austronesian,0.04504191,0.0372271918960908,-1.2099196234226255
Taiap,0,Other,0,0,NA
Tajik,0,Indo-European,0,0,NA
Tajio,0.88654,Austronesian,0.10312561,0.0535786964823207,14.621751581031882
Takia,0.15396,Austronesian,0.09910476,0.05281488373826725,1.0386322210201973
Takuu,0.38455,Austronesian,0.06275219,0.037274512458017245,8.63318629217337
Talibabu,0,Austronesian,0.07121885,0.06068545333788258,-1.1735736668797694
Talise_(Tolo),0.00237,Austronesian,0.05959383,0.045145066923182195,-1.2675544394999072
Tamambo,0,Austronesian,0,0,NA
Tamil,2.33496,Dravidian,1.54406498,0.0951348412329364,8.313410836136303
Tanala,0.77095,Austronesian,0.36244243,0.10909757257123569,3.7444240084559484
Tanampedagi_Taje,0.88654,Austronesian,0.10766437,0.052813651215929555,14.747619451939672
Tangoa_(Movono),0,Austronesian,0,0,NA
Tapirapé,0,Tupian,0,0,NA
Tarahumara,1.12809,Uto-Aztecan,0.79258615,0.14374920572658664,2.333952722063271
Tasiko,0,Austronesian,0.16005963,0.061868952944927086,-2.5870751383570005
Taumako,0.46606,Austronesian,0.19376883,0.0701758975897967,3.8801237939504465
Tausug,0.88654,Austronesian,0.10625760000000001,0.0515782816326424,15.12811934211825
Tausug_(Sulu_Moro),0.99679,Austronesian,0.1113574,0.06503851077572367,13.613974081499068
Tehuelche,0.9183,Other,0.06603864,0.05414030823449499,15.741716066865493
Teiwa,0.95528,Other,0.30846075,0.0899630224055297,7.189834586529437
Telefol,1.93002,Other,0.63023723,0.10110795629352298,12.855395536100504
Telugu,1.12581,Dravidian,0.4203172,0.10864919952359114,6.493308768895398
Tembé,0,Tupian,0,0,NA
Temi,0,Atlantic-Congo,0,0,NA
Tenharim,1.25163,Tupian,0.31939245,0.08930066817798472,10.43931214648878
Tetela,0.94566,Atlantic-Congo,0.3016975,0.052816886163555815,12.19236018582899
Tetum_(Tetun),0.88129,Austronesian,0.72223704,0.17243082336602433,0.922416055871712
Tetun_Dili_(Tetum),0,Austronesian,0,0,NA
Thao,0,Austronesian,0,0,NA
Thayore_(Kuuk_Thaayorre),1.53013,Pama-Nyungan,0.73892669,0.14331825842069335,5.520603715944683
Tialo_(Tomini),0.88654,Austronesian,0.10522566,0.05211214529120108,14.992941388884285
Tidore,0,Other,0,0,NA
Tidore_(version_1),0.25163,Other,0.17973189,0.04532131993409359,1.5864081210466614
Tidore_(version_2),0.18873,Other,0.1443147,0.056490404616392376,0.7862450322600734
Tigak,0,Austronesian,0,0,NA
Tikopia,0,Austronesian,0.05026208,0.04291496448385167,-1.171201714938223
Tikopia,0.93211,Austronesian,0.26227988,0.0852607847465715,7.856250936359522
Tirax_(Mae),0,Austronesian,0,0,NA
Tiri-Mea_(Grand_Couli),0.94566,Austronesian,0.27118907,0.08043663092415998,8.385121582677025
Tiv,0.4984,Atlantic-Congo,0.092145,0.04950052359962101,8.20708490451423
Tlingit,0,Other,0,0,NA
Toba,0.9183,Other,0.19616776,0.05247156674713744,13.762353304218719
Tocantins_Asurini,1.84644,Tupian,0.71059787,0.11939705495067286,9.513150307344318
Toda,0.9183,Dravidian,0.30253292,0.052862457272268966,11.648476286837774
Tohono_O_odham,0,Uto-Aztecan,0,0,NA
Tok_Pisin,0.93211,Indo-European,0.09806773,0.06489058713593171,12.853054762054507
Tokelau,0.99718,Austronesian,0.58262941,0.09659066620616119,4.291828665051253
Tokelau,1.07732,Austronesian,0.26536349,0.08912427950405555,9.110385121969514
Tokharian_A,0,Indo-European,0,0,NA
Tokharian_B,0,Indo-European,0,0,NA
Tokotu'a_(Kabaena),0,Austronesian,0,0,NA
Tolaki,0.88654,Austronesian,0.0672907,0.042046078928519165,19.484558866779764
Tolowa,0,Other,0,0,NA
Tomadino,0,Austronesian,0,0,NA
Tombulu,0.88654,Austronesian,0.29869923,0.03819692752014328,15.389739650918262
Tonga_Nyasa_,0,Atlantic-Congo,0.05868495,0.05297081275382984,-1.1078733164379666
Tongan,0.12581,Austronesian,0.25263272,0.07227361233147989,-1.7547582846465857
Tonsea,0.88654,Austronesian,0.19297823,0.04931467845660538,14.064002680465656
Tooro,1.58496,Atlantic-Congo,0.44812667,0.11938737415622734,9.522224088054472
Toqabaqita,0.9183,Austronesian,0.031192150000000002,0.04142193747015319,21.41637750863804
Torete,0,Austronesian,0,0,NA
Torres_Strait_Creole_(Broken),0.5615,Indo-European,0.2132149,0.07304207268398107,4.768280625152396
Totoli,0.88654,Austronesian,0.18252929,0.05666324021963524,12.42446967859848
Touo,1.93002,Other,0.55485224,0.11807213660480963,11.646844035716239
Trinitario,0,Arawakan,0,0,NA
Trumai,0,Other,0,0,NA
Tsafiki,0,Other,0,0,NA
Tsogo,0,Atlantic-Congo,0.06920758,0.059748307103593704,-1.1583186763769806
Tsonga,1.90137,Atlantic-Congo,0.69072858,0.10794672540892619,11.215175035776408
Tswana,2.32193,Atlantic-Congo,0.9245865,0.10408379286078254,13.425178518129325
Tubar,0,Uto-Aztecan,0,0,NA
Tubuai,0,Austronesian,0,0,NA
Tucano,2.16829,Other,1.26481864,0.09602419087805,9.408789095108352
Tucanoan_Bará,1.11459,Other,0.57178548,0.12349255108281852,4.395443411287017
Tukang_Besi_South,0,Austronesian,0,0,NA
Tulambatu,0,Austronesian,0,0,NA
TundraNenets,0.91829,Uralic,0.33361033,0.052595866603516235,11.116456629709987
Tungag,0,Austronesian,0,0,NA
Tupinambá,0.98523,Tupian,0.40632484,0.11331224458878285,5.108937362426124
Tupí,0.35589,Tupian,0.43359693,0.0914586392812307,-0.8496401281573315
Turkish,0.91829,Turkic,0.24249318,0.051468895242321504,13.130198672776453
Turung,0,Tai-Kadai,0,0,NA
Tuyuca,0.72193,Other,0.17794984,0.0414916056680784,13.11060758534374
Tzeltal,0.91829,Other,0.36764942,0.19608622626945574,2.8081553226656855
Tübatülabal,0,Uto-Aztecan,0,0,NA
Tümpisha_Shoshoni,0.88654,Uto-Aztecan,0.38514727,0.07419032185470019,6.75819591377383
Udmurt,0.9183,Uralic,0.11222509,0.04139669604008193,19.471962429550565
Ukrainian,0.81128,Indo-European,0.25086882,0.10192552068630689,5.498242012662958
Ulawa,1,Austronesian,0.12769566,0.10045357208835189,8.68365675670331
Uma_Juman_(Kayan),0,Austronesian,0.06898623,0.03530918652334035,-1.9537756825521366
Umbu-Ungu,0.99864,Other,0.25943739,0.0798926499097226,9.252448264455953
Umbundu,1,Atlantic-Congo,0.30624733,0.08093885793792371,8.571317753606996
Umiray_Dumaget_Agta,0,Austronesian,0,0,NA
Umpila,0.94566,Pama-Nyungan,0.32169114,0.11997449258392873,5.200846001190625
Ura,0,Austronesian,0,0,NA
Uradhi_(Atampaya),0,Pama-Nyungan,0,0,NA
Urak_Lawoi,0,Austronesian,0,0,NA
Urdu,2.25163,Indo-European,1.06403358,0.1095806282271929,10.837649310950864
Uripiv-Wala-Rano-Atchin,1.096,Austronesian,0.28890831,0.102957113190884,7.839105672122335
Usurufa,1.18639,Other,0.20849113,0.07313227967014875,13.371644838786017
Vaekau-Taumako,0.05259,Austronesian,0.12823784,0.052882281757298054,-1.4304950067620743
Vao,0,Austronesian,0,0,NA
Varisi,0,Austronesian,0,0,NA
Venda,0.9183,Atlantic-Congo,0.20031295,0.07659155757189423,9.37423226216606
Veps,0.31669,Uralic,0.05581265,0.029201080853292066,8.933825131701907
Vera'a,0,Austronesian,0,0,NA
Vlax_Romani,0.9183,Indo-European,0.14170784,0.07075443949210708,10.9758789070279
Vures,0,Austronesian,0,0,NA
Waffa,0,Other,0,0,NA
Wai_Wai,0.23751,Cariban,0.06668607,0.036378499189196334,4.695738796468305
Waia,0,Austronesian,0,0,NA
Wailaki,0.21922,Other,0.44021821,0.12320637320810557,-1.793723849225852
Waimiri_Atroari,0.91829,Cariban,0.2425127,0.04976811672700256,13.578518626832935
Wajarri,0.72193,Pama-Nyungan,0.17954942,0.12251993748506788,4.426876075300827
Wakaya,1.26346,Pama-Nyungan,0.39323683,0.13762045595531372,6.323356247871809
Wallisian_(East_Uvea),0,Austronesian,0,0,NA
Wallon,0.91829,Indo-European,0.1950277,0.07954065444424895,9.092989051365471
Wambaya,1.53012,Other,0.47814682,0.14644905010605075,7.183202480577484
Wangkajunga,0.5615,Pama-Nyungan,0.19439106,0.04273395977667638,8.590566891495113
Wangkangurru,0,Pama-Nyungan,0,0,NA
Wangkangurru,0.65564,Pama-Nyungan,0.29149483,0.1010420473659704,3.603897382255926
Wangkumara,0,Pama-Nyungan,0,0,NA
Waorani,0.84535,Other,0.24859126,0.03762336199730668,15.861387933452619
Wapishana,0.91829,Arawakan,0.24259046,0.0528775001868887,12.778583284229157
Wappo,0,Other,0,0,NA
Warlmanpa,1,Pama-Nyungan,0.22045342,0.0863782271375549,9.02480411827154
Warlpiri,0.94067,Pama-Nyungan,0.47376385,0.12476297072826714,3.742345563548004
Warlpiri,1.34707,Pama-Nyungan,0.32498301,0.0849873561828514,12.026341751365539
Warnman,0.5,Pama-Nyungan,0.13743179,0.0661961721363207,5.477177883539055
Waropen,0,Austronesian,0,0,NA
Warrnambool,0,Pama-Nyungan,0,0,NA
Warta_Thuntai,0,Other,0,0,NA
Waru,0,Austronesian,0,0,NA
Warumungu,1,Pama-Nyungan,0.30295184000000003,0.08304078752641625,8.394045634240413
Warungu,0,Pama-Nyungan,0,0,NA
Watam,0,Other,0,0,NA
Wathwurrung,0,Pama-Nyungan,0,0,NA
Watut,0.58428,Austronesian,0.24673873,0.07267139932302574,4.644760843253103
Waurá,0.25163,Arawakan,0.19379588,0.04577468800863517,1.2634519756658942
Wawonii,0.88654,Austronesian,0.10508998,0.05184170826579228,15.073770640301978
Wayampi,0.74932,Tupian,0.33353925,0.13233332393755498,3.141920248267906
Wayuu,0.10917,Arawakan,0.09719074999999999,0.032630485121995914,0.3671183543613609
Weda,0.84535,Austronesian,0.26154435,0.07492112887383123,7.79226980126182
Wersing,0,Other,0,0,NA
West_Coast_Bajau,0.88654,Austronesian,0.10615325,0.05598737416063467,13.938620299658533
West_Futuna,0.96038,Austronesian,0.35613319,0.09569624255509232,6.314216670023749
West_Kewa,0.99679,Nuclear Trans New Guinea,0.23069198999999999,0.08380514266127334,9.141420033093228
Western_Apache,1.18872,Other,0.27058518,0.10202588422365777,8.999038106715108
Western_Armenian,0.91829,Indo-European,0.30985377,0.04248983434552093,14.31957171337239
Western_Bukidnon_Manobo,0.00313,Austronesian,0.09859473,0.07661494789378812,-1.24603269498197
Western_Farsi,2.22987,Indo-European,0.9635775599999999,0.11747229061829648,10.779499006404606
Western_Panjabi,0.91829,Indo-European,0.31063187,0.042579391112962744,14.27117941606747
Western_Pantar,0.93211,Other,0.30378993,0.07950565201416374,7.902835258656408
Western_Tawbuid_(Batangan),0.88654,Austronesian,0.1036456,0.0499844699569464,15.66275286452648
White_Mesa_Ute,0,Uto-Aztecan,0,0,NA
Whitesands,0.44477,Austronesian,0.22124386,0.12581948635743054,1.776562172293427
Wichí,0,Other,0,0,NA
WikMungkan,1.72193,Pama-Nyungan,1.2777037,0.12284718019145163,3.616088699046196
Wipi,0,Other,0,0,NA
Wiradjuri,0.9183,Pama-Nyungan,0.19501357,0.0493602285967379,14.653222859016505
Wirangu,1.52193,Pama-Nyungan,0.46293175,0.08710375520382636,12.15789431261489
Wiwirano,0,Austronesian,0,0,NA
Wiyot,0,Algic,0,0,NA
Wogeo,0,Austronesian,0,0,NA
Woiwurrung,0,Pama-Nyungan,0,0,NA
Woleaian,0,Austronesian,0,0,NA
Wolio,0,Austronesian,0,0,NA
Wulguru,0.9183,Pama-Nyungan,0.19375779,0.05289423484365376,13.69794292594688
Wuvulu_Aua,0,Austronesian,0.05622741,0.04245589621142174,-1.324372231362139
Xalangi_(Maevo_Vanuatu),0.97325,Austronesian,0.15127881,0.06728442051714667,12.216367231557415
Xaracuu_(Canala),0,Austronesian,0,0,NA
Xibe,1.58219,Other,0.77002624,0.11091491677870216,7.32240336636083
Yabem,1.42525,Austronesian,0.53246189,0.11876442257341673,7.517302662319636
Yadhaykenu,0,Pama-Nyungan,0,0,NA
Yaka_CAR_,0.33158,Atlantic-Congo,0.14075445,0.051246392679486816,3.723687464081441
Yaka_Pelende_Lonzo,1.20282,Atlantic-Congo,0.2769165,0.09452036078937572,9.795810048411003
Yakan,0.88654,Austronesian,0.18749887,0.050457072483316816,13.854175353338857
Yalarnnga,0.67147,Pama-Nyungan,0.16832991,0.058667534941806175,8.576124606208145
Yalarnnga,0.9183,Pama-Nyungan,0.14990623,0.05431686263264248,14.146505021779792
Yale,0,Other,0,0,NA
Yalic,0,Other,0,0,NA
Yamana,0.9183,Other,0.19566269,0.04904582168430445,14.73392197711425
Yamdena,0,Austronesian,0,0,NA
Yami_Tao_,0.95854,Austronesian,0.16146756,0.08313134675475707,9.58810931274115
Yandruwandha,0,Pama-Nyungan,0,0,NA
Yandruwandha,1.15564,Pama-Nyungan,0.30625704,0.10824494913968344,7.846859985161281
Yanomámi,0,Other,0,0,NA
Yansi,0.32193,Atlantic-Congo,0.22453816000000001,0.11665940682094271,0.834839149743698
Yanyuwa,1,Pama-Nyungan,0.29419874,0.0967207240754435,7.297311581843259
Yaqui,0,Uto-Aztecan,0,0,NA
Yarluyandi,1,Pama-Nyungan,0.2230716,0.08755920572816857,8.873177794828434
Yavitero,0,Arawakan,0,0,NA
Yawa,0.58428,Other,0.25866984,0.0896670384553865,3.6313250176318266
Yele_(Yélî_Dnye),1.28234,Other,0.4595685,0.10426893160979953,7.890859600240436
Yelmek,0,Other,0,0,NA
Yerukula,0,Dravidian,0,0,NA
Yidiny,0,Pama-Nyungan,0,0,NA
Yidiny,1,Pama-Nyungan,0.22244673,0.08547447767808494,9.096905779622672
Yindjibarndi,1,Pama-Nyungan,0.37475857,0.11073418254739383,5.646327228111328
Yir-Yoront,0.94566,Pama-Nyungan,0.41470779,0.15329502776200032,3.4635970765101063
Yombe,1.52193,Atlantic-Congo,0.55885827,0.12072092714669756,7.977670092192842
Yorta_Yorta,0,Pama-Nyungan,0,0,NA
Yucatec_Maya,0.88129,Other,0.44050158,0.1303802969483347,3.380790121797848
Yugambal_(Yugambeh),0.99252,Pama-Nyungan,0.28952987,0.077854037642632,9.029591159123779
Yugambeh,0.9183,Pama-Nyungan,0.25127002,0.04821899722197355,13.83334408489176
Yukulta_(Ganggalida),0.98627,Other,0.55003898,0.12793398856906946,3.4098133332604266
Yulparija,1,Pama-Nyungan,0.29367934,0.11452503543726283,6.167390887968113
Yuracare,0,Other,0,0,NA
Yurok,0.9183,Algic,0.34130208,0.09963656648366731,5.791025728436587
Yuwaalaraay,1.15564,Pama-Nyungan,0.37770113,0.10750765156102736,7.236125603193912
Zabana_(Kia),0,Austronesian,0,0,NA
Zigula,1,Atlantic-Congo,0.1909845,0.12216627508817203,6.62224905700123
Zinza,0,Atlantic-Congo,0,0,NA
Zulu,1.19151,Atlantic-Congo,0.33073768,0.08850953147192103,9.725193498206163
Zuni,0,Other,0,0,NA
