language,real_value,language_family,simulated_mean,simulated_sd,zscore
Kazakh,0,Turkic,0,0,NA
KazymKhanty,1.28067,Uralic,0.61118453,0.05465110743180437,12.250172072641131
Kazym_Berezover_Suryskarer_Khanty,0.91829,Uralic,0.30695543,0.04129590614188263,14.80375725137509
Kei,0.04301,Austronesian,0.06461438,0.03780109765601522,-0.5715278481222128
Kemiju_(Jate),1.18639,Other,0.20438193,0.07269291324063516,13.508993190976694
Kemtuik,1.77742,Other,0.80909963,0.10963271290131063,8.832403617263985
Kerewe,0,Atlantic-Congo,0,0,NA
Ket,0.84535,Other,0.15480876,0.07584706422805311,9.104389827452195
Ketengban,0,Other,0,0,NA
Khalkha-Mongolian,0,Other,0,0,NA
Kikuyu,1.9183,Atlantic-Congo,0.34312829,0.1016224596508143,15.500232088580212
Kilivila,0,Austronesian,0,0,NA
Kilmeri,0,Other,0,0,NA
Kimaama,0,Other,0.02306453,0.022886317298739845,-1.0077868666650867
Kiowa_Apache,0,Other,0,0,NA
Kiput,0.88654,Austronesian,0.10617785,0.052500588450656104,14.863874349397845
Kiraman,0,Other,0,0,NA
Kiwaian,0,Other,0,0,NA
Kodava,1,Dravidian,0.36517183,0.105865987896701,5.99652619894725
Kodeoha,0,Austronesian,0,0,NA
Kodi,0,Austronesian,0,0,NA
Kogi,0,Other,0,0,NA
Koiari,0.49434,Other,0.13712803,0.043190937474185474,8.270530599468923
Kom,1,Atlantic-Congo,0.14773805,0.061248624971981684,13.914793195600211
Komba,0.93211,Nuclear Trans New Guinea,0.19618398,0.06147292434712528,11.971547275746527
Kombai,0,Other,0,0,NA
KomiZyrian,0,Uralic,0,0,NA
Komnzo,1.25715,Other,0.28265983,0.08884581716602645,10.968329191896194
Komo_DRC_,1.58497,Atlantic-Congo,0.42458525,0.09018057833284251,12.867346511320875
Konawe,0,Austronesian,0,0,NA
Konda_(Western_Dani),0.49261,Other,0.49261,0,NA
Korafe,0.93211,Other,0.26584384,0.0807822429933549,8.247680867871008
Koroni,0,Austronesian,0,0,NA
Korowai,0,Other,0,0,NA
Kota,1.32297,Atlantic-Congo,0.83501444,0.13995628815483954,3.4864854336530713
Koya,1.57262,Dravidian,0.63911161,0.11850743185350196,7.877213904643519
Kriol_Roper_River,0.22011,Indo-European,0.08687062,0.039325436136716185,3.3881221186406907
Kristang_(Malacca_Creole_Portugese),0.88654,Indo-European,0.19053075,0.07109526147741523,9.789812085030459
Ku_Waru,0,Nuclear Trans New Guinea,0,0,NA
Kuanua,1.07047,Austronesian,0.25486692,0.07257975591638816,11.237335668909859
Kui,1.24644,Dravidian,0.58678713,0.11391735760026092,5.790626502369723
Kukatja,0.25163,Pama-Nyungan,0.22897314,0.0546470124957908,0.4146038175782286
Kuku-Yalanji,1.25715,Pama-Nyungan,0.31608279,0.06422820387406757,14.65193097794161
Kulisusu,0.88654,Austronesian,0.06462856,0.039399851248511135,20.860775204857124
Kuman,0.49438,Other,0.24304495,0.0625970480152037,4.015126239482655
Kumaoni,0.91829,Indo-European,0.31657013,0.057309807128240936,10.499422352853925
Kumyk,0.9183,Turkic,0.19659717,0.05208066836080359,13.857403384307572
Kung,0.9183,Other,0.08552219,0.041571591103670674,20.032377589860104
Kunimaipa,0,Other,0,0,NA
Kunjen,1.03624,Pama-Nyungan,0.81977891,0.12543407480918067,1.7256960704600897
Kunza,0,Other,0,0,NA
Kuot,1.20899,Other,0.43835437,0.1546708374431278,4.982423595419928
Kurukh,0,Dravidian,0,0,NA
Kuuku_Ya'u,1.01947,Pama-Nyungan,0.33865626,0.11108778489629526,6.128610275518285
Kuvi,0.5134,Dravidian,0.41946311,0.1386605321228665,0.6774594656593624
Kwaio,0,Austronesian,0,0,NA
Kwamera,0.83787,Austronesian,0.27053303,0.08714427677072656,6.510318187534484
Kwasio,0.88654,Atlantic-Congo,0.19044685,0.04940602495930815,14.089236091616705
Kwere,0.96124,Atlantic-Congo,0.33503173,0.0703092111780781,8.906489768658465
Kwoma,1.39243,Other,0.86983504,0.11684412439915413,4.472582277348841
Kyaka,0.88654,Nuclear Trans New Guinea,0.32592597,0.09338856034902328,6.003026793697257
Lahnda,1.92193,Indo-European,0.4205445,0.12917835922646814,11.622577566323292
Laiwui,0,Austronesian,0,0,NA
Lala_Bisa,0,Atlantic-Congo,0,0,NA
Lalomerui,0,Austronesian,0,0,NA
Lamba,1.17095,Atlantic-Congo,0.25300344,0.08766583091647895,10.470973130620829
Lamogai,0,Austronesian,0,0,NA
Landewe,0,Austronesian,0,0,NA
Langi,1.05885,Atlantic-Congo,0.41828065000000003,0.05310964132131545,12.0612629658809
Lardil,1.25716,Other,0.25838701,0.0801047938525408,12.468329821041298
Larevat,1.53012,Austronesian,0.5981,0.14001736886609525,6.656459891710517
Latin,0.88654,Indo-European,0.38298874,0.076517654092374,6.5808507327224195
Latin,2.22987,Indo-European,0.46317621999999997,0.12539917681730633,14.088559628855384
Latvian,0.9183,Indo-European,0.37051857,0.08156042295162003,6.716265195497242
Lau,0,Austronesian,0,0,NA
Lau_Fijian,1.27205,Austronesian,0.59861185,0.1024598282805939,6.5727042617692
Lauje,0.88654,Austronesian,0.10610571,0.05218873976303657,14.954074260914686
Lavatbura-lamusong_(Konobin),0,Austronesian,0,0,NA
Lebanese_Arabic,1.58219,Afro-Asiatic,0.46491766,0.11796965215322774,9.470845421742904
Lelepa,0.00313,Austronesian,0.08213983,0.0633569707973773,-1.2470582006308715
Lenakel,0,Austronesian,0,0,NA
Lengua,0,Other,0,0,NA
Letemboi-Repanbitip,0,Austronesian,0,0,NA
Lewo,0,Austronesian,0,0,NA
Limilngan,0.7642,Other,0.33038212,0.15014242799818708,2.8893756800392105
Lingala,0.9183,Atlantic-Congo,0.29994827,0.05290152390752878,11.68873189893114
Lipan_Apache,0.58497,Other,0.14593705,0.06593978839434497,6.658088548516659
Lisu,0,Sino-Tibetan,0.108361605,0.06817030230645243,-1.589572017927569
Lithuanian,1.02206,Indo-European,0.20052984,0.08377965125577296,9.80584363489328
Livonian,0,Uralic,0,0,NA
Lo-Toga_(Loh),0.10078,Austronesian,0.09928845,0.05663315411702533,0.026337046263005107
Loloda-Laba_(Loda),0.12582,Other,0.10178759999999999,0.0701456428643494,0.3426071672972598
Loniu,0.01012,Austronesian,0.11398061,0.08695392914021091,-1.1944326268744856
Lonwolwol,0,Austronesian,0,0,NA
Lower_Pima_Pima_Bajo,0,Uto-Aztecan,0,0,NA
Lozi,0.21692,Atlantic-Congo,0.23203257,0.07649138504616962,-0.19757218399010765
Luangiua_(Ontong_Java),3.7e-4,Austronesian,0.03021087,0.031450666157409844,-0.9488151968116398
Luba_Katanga,0,Atlantic-Congo,0,0,NA
Luba_Lulua,0.68872,Atlantic-Congo,0.10312961,0.05366154593430905,10.912663431591465
Lubuagan_Kalinga,0,Austronesian,0,0,NA
Luburua_(Kara),0.94566,Austronesian,0.33688187000000003,0.13294326417420474,4.579232605589373
Luguru,1.72193,Atlantic-Congo,0.55994946,0.11411439516332675,10.18259386413879
Luiseńo,1.82193,Uto-Aztecan,0.70807857,0.09325246490826163,11.944471720889807
Lunda,1.5,Atlantic-Congo,0.46768523,0.10707593054206228,9.640960062396834
Luvale,1,Atlantic-Congo,0.20094538,0.06440267448434371,12.407165174394272
Luxembourgish,0.9183,Indo-European,0.09952052,0.05281236313809324,15.503556958037716
Ma'anyan,0.88654,Austronesian,0.10241855,0.05361564810126628,14.624861915666758
Maba_(Indonesia),0.86625,Austronesian,0.24695384,0.07453270881121346,8.309052091057595
Maca,0,Other,0,0,NA
Macedonian,0.9183,Indo-European,0.31321921,0.07508810572585646,8.058277461534649
Macushi,0.84535,Cariban,0.24979493,0.040788403057966355,14.601088185620512
Madak_(Konnos),1.05109,Austronesian,0.50090468,0.15645391430001807,3.5165967081204346
Madole,0.62925,Other,0.12757901,0.0690607928902828,7.2641938935888994
Madurese,0.88654,Austronesian,0.14128733,0.050624905404536985,14.721067902147837
Mafea_(Mavea),0.96331,Austronesian,0.23036476,0.0800748578569029,9.153250590963317
Magam,0,Austronesian,0,0,NA
Maguindanao_(Magindonao_Moro),0.79186,Austronesian,0.14936491,0.0489616403076277,13.122417589835244
Mahasu_Pahari,0,Indo-European,0,0,NA
Mairasi,7.3e-4,Other,0.04396987,0.03906254197397513,-1.106939482556152
Maithili,2.25163,Indo-European,0.93725404,0.11344189080259227,11.586336852294117
Maklew,0,Other,0,0,NA
Makonde,0.31669,Atlantic-Congo,0.05121626,0.03923999981903922,6.765385861984441
Mala,0,Other,0,0,NA
Malapandaram,1.25163,Dravidian,0.47356073,0.14966251938837852,5.198825151278444
Malayalam,0,Dravidian,0,0,NA
Malgana,0,Pama-Nyungan,0,0,NA
Mali,0,Other,0,0,NA
Malua_Bay,1.53012,Austronesian,0.5353508,0.11919628393143414,8.345639370537976
Manam,0,Austronesian,0,0,NA
Manange,0.87398,Sino-Tibetan,0.43313792,0.11836945384970854,3.724289211976333
Mangaia,0,Austronesian,0,0,NA
Mangarevans,0.65564,Austronesian,0.47657011,0.11510606201325846,1.5556946946840549
Mangei_(Sobjo),0.98523,Austronesian,0.2641523,0.12115560262553919,5.9516661580122365
Manggarai,0,Austronesian,0,0,NA
Mansi,0.91829,Uralic,0.30605361,0.04209718844700965,14.543403314704973
Maori,0.01093,Austronesian,0.15152474,0.08706844557902678,-1.61476111196209
Mapudungun,0.91829,Other,0.17973748,0.058569621359505095,12.609822342314708
Maragus_(Tape),0,Austronesian,0,0,NA
Maranao_(Lanao_Moro),0.88654,Austronesian,0.10620381,0.05415730324045113,14.408697318908448
Marathi,2.25163,Indo-European,0.94229449,0.11394026402157056,11.491420712805471
Margany,0,Pama-Nyungan,0,0,NA
Mari,0,Uralic,0,0,NA
Marind,0.80083,Other,0.30394967,0.06543603624020888,7.593374515779104
Marquesas,0,Austronesian,0,0,NA
Marra,0.31128,Other,0.25489304,0.03951519289118589,1.4269691193277068
Marshallese,0,Austronesian,0,0,NA
MartuWangka,1.19975,Pama-Nyungan,0.30297756,0.07835927526123418,11.444368736315386
Marwari_India_,2.05881,Indo-European,0.93270664,0.12692524610970982,8.872177872530061
Masaaba,1.40564,Atlantic-Congo,0.72847207,0.16193417043592087,4.181748226313746
Mashco_Piro,0,Arawakan,0,0,NA
Maskelynes,0.7642,Austronesian,0.21963886999999999,0.12406496662864851,4.389322342946187
Mattole,0,Other,0,0,NA
Matukar,0.88654,Austronesian,0.14413334,0.050155741949400916,14.802027268362794
Maybrat,0.93211,Other,0.20874938,0.07579128591491396,9.544113300994402
Mayo,0,Uto-Aztecan,0,0,NA
Mbala,0.5615,Atlantic-Congo,0.19341193,0.04124932904086345,8.923492298149997
Mbere,0.72548,Atlantic-Congo,0.40949237,0.14827756429803282,2.131054900287381
Mblafe,0,Other,0,0,NA
Mbuun,0.91829,Atlantic-Congo,0.17436201,0.05742607155599497,12.954533887532447
Mbyá_Guaraní,0,Tupian,0,0,NA
MeadowMari,0.9183,Uralic,0.37610863,0.04621551934633594,11.731803032155822
Mekeo,0,Austronesian,0,0,NA
Mekongga,0,Austronesian,0,0,NA
Mele-Fila_(Ifira-Mele),0.88654,Austronesian,0.14417027,0.05358928077555381,13.85295191979236
Menui,0,Austronesian,0,0,NA
Meriam,0.46606,Other,0.06116947,0.04479542962104543,9.038657144830186
Merlav,0.96124,Austronesian,0.17050583,0.07978226050195558,9.91115274279071
Meru,2.25163,Atlantic-Congo,1.46903163,0.09312330749410558,8.403893622974422
Meta,0,Atlantic-Congo,0,0,NA
Meyah,0,Other,0,0,NA
Miani,0,Other,0,0,NA
Middle_English,0.91829,Indo-European,0.15225561,0.12634196385230823,6.063182545551391
Middle_High_German,1.8366,Indo-European,0.36573702,0.12383801491892002,11.877313932745226
Midob,2,Other,0.7846385,0.13565070857864286,8.95949245481014
Minangkabau,0,Austronesian,0,0,NA
Miningir_(Lunga),0.88654,Austronesian,0.14299204,0.04872196046620117,15.261043539407767
Mocoví,0.31669,Other,0.09825062,0.036283775839964685,6.020304528488472
Modern_Greek,0.9183,Indo-European,0.14155307,0.06921980843338599,11.221454487952046
Modern_Welsh,0.9183,Indo-European,0.14957564,0.0733950905749895,10.473784472199489
Mokpwe,0.9183,Atlantic-Congo,0.20008728,0.07935680860817221,9.05042343053647
MokshaMordvin,0.91829,Uralic,0.33450832,0.05102860321156482,11.440283355976618
Momu-Fas,0.9406,Other,0.30087557,0.07554651130691441,8.467954627329682
Mongo,0.88443,Atlantic-Congo,0.36435799,0.06621461275883672,7.854338919026501
Moni,0,Other,0,0,NA
Mono,0,Uto-Aztecan,0,0,NA
Mono-Alu,0,Austronesian,0,0,NA
Monumbo,0,Other,0,0,NA
Morgan1871_An-ah'-ne-lin_(Gros_Ventres_of_Prairie)_gros1243.csv,0,Algic,0,0,NA
Mori_Atas,0,Austronesian,0,0,NA
Mori_Bawah,0.88654,Austronesian,0.10776713,0.05284288386185918,14.737516446601449
Moronene,0.88654,Austronesian,0.06235117,0.03691595250946101,22.326088695362056
Mortlockese,0.88654,Austronesian,0.15304285,0.07631038211800867,9.612023025460651
Mosetén_Chimané,0,Other,0,0,NA
Mota,1.53012,Austronesian,0.39459227,0.1309267007157341,8.673003472877845
Motu,0,Austronesian,0,0,NA
Mouk,0.91839,Austronesian,0.28711349,0.10650529728172664,5.927184150570035
Movima,0,Other,0,0,NA
Mudburra,1,Pama-Nyungan,0.22359547,0.09206390890300933,8.433321366117024
Muduapa_(Vitu),0.4984,Austronesian,0.09669129,0.06848997635783939,5.865218990603729
Muisca_Chibcha_,0,Other,0,0,NA
Muna,0.88654,Austronesian,0.25783804,0.044423854936799956,14.152350373339486
Mundurukú,1.0538,Tupian,0.93953495,0.13313053268025796,0.8582933433792573
Mungaka,0,Atlantic-Congo,0,0,NA
Munggava_(Rennell),1.07035,Austronesian,0.51122593,0.1251937239043561,4.466071082182621
Mungiki_(Bellona),0,Austronesian,0,0,NA
Murrinhpatha,0.93211,Other,0.09783342,0.061521231535407624,13.56079127772084
Muruwari,1.09307,Pama-Nyungan,0.42160165,0.13774827220649039,4.874604517677297
Mussau-Emira,0,Austronesian,0,0,NA
Mwotlap,0.00193,Austronesian,0.06458259,0.050915476300618254,-1.2305215339650908
Myene,1.51655,Atlantic-Congo,0.66516335,0.1074055154926214,7.926842919519241
Nafsan,0,Austronesian,0,0,NA
Nage,0,Austronesian,0,0,NA
Nagovisi,0,Other,0,0,NA
Nahavaq,0,Austronesian,0,0,NA
Nakanai,0.00313,Austronesian,0.11736534,0.06962983211242436,-1.640609154644457
Nalik_(Lukuramau),1.14014,Austronesian,0.36040962,0.1124004878642781,6.937072915034966
Nalik_(Madina),0.88446,Austronesian,0.32640265,0.10507416330226556,5.311080597374287
Nama,0.84303,Other,0.41819777,0.0937069239059474,4.533626890008676
Namakura,0,Austronesian,0,0,NA
Namakura,0.23646,Austronesian,0.15953851,0.06788429266679274,1.1331264859393317
Naman,1.53012,Austronesian,0.598031,0.1427396225693877,6.529994848115131
Nambo,0,Other,0,0,NA
Nanggu,0.49261,Austronesian,0.2480394,0.1313882251777356,1.861434688452156
Nasioi,0,Other,0,0,NA
Navajo,1.15956,Other,0.56885968,0.0937793445421771,6.298831825747444
Negerhollands,0,Indo-European,0,0,NA
Negwa_(Yagwoia),0,Other,0,0,NA
Nehan,0.99679,Austronesian,0.2585853,0.08833781999660027,8.356609887230748
Neme,0,Other,0,0,NA
Nen,0,Other,0,0,NA
Nengone,0.98523,Austronesian,0.47396907,0.0627193876805739,8.151561246162373
Nepali,1.0958,Indo-European,0.47952056,0.14648347006023338,4.20716030106734
Nese,0.7642,Austronesian,0.21164953,0.15692056891059988,3.521211233403039
Netsilik,0.48509,Other,0.40986976,0.08891789960414277,0.8459516063118455
Neve'ei,1.49201,Austronesian,0.52401004,0.11882760366931663,8.146254995546583
Neverver,1.10308,Austronesian,0.53882418,0.0787612916361063,7.164126035502063
Ngaanyatjarra,1,Pama-Nyungan,0.2874377,0.08973886137761806,7.940398274071722
Ngadjumaya,0,Pama-Nyungan,0,0,NA
Nganasan,0.9183,Uralic,0.30189536,0.05331117878319381,11.562389991540007
Ngarinyman,1,Pama-Nyungan,0.22176829,0.08898911493858928,8.745246095964117
Ngarla,0,Pama-Nyungan,0,0,NA
Ngarluma,0,Pama-Nyungan,0,0,NA
Ngarrindjeri,0.41997,Pama-Nyungan,0.23867778,0.10595454973658036,1.7110376142480046
Ngiyambaa,0.9183,Pama-Nyungan,0.19816298,0.05268843799941709,13.667837714376105
Ngoni,0,Atlantic-Congo,0,0,NA
Ngulu,0.19716,Atlantic-Congo,0.19986615,0.08980343113111225,-0.03013414928488684
Nguna,1.40352,Austronesian,0.32523804,0.10228326399882169,10.542115277162273
Nhanta,1.52193,Pama-Nyungan,0.29601227,0.08518415277756498,14.391382552117967
Nimboran,0.75498,Other,0.2663066,0.0904311993886118,5.403814206864757
Ninam,0.13983,Other,0.06893278,0.03607468447168085,1.9652900929918142
Niuafo'ou,0,Austronesian,0,0,NA
Niueans,0,Austronesian,0.04098877,0.029628742571588713,-1.383412404389531
Nivacle,0.62925,Other,0.09680028,0.04953495004537299,10.748970565475226
Njebi,0.72193,Atlantic-Congo,0.4767439,0.19173478286777115,1.2787773628381827
Nogai,0.9183,Turkic,0.25232778,0.048371989397065634,13.767724426905616
NorthMuyu,0,Other,0,0,NA
North_Ambrym,1.05885,Austronesian,0.39437003,0.13937239348725222,4.767658453542862
North_Azerbaijani,0.91829,Turkic,0.30826272,0.043318928680007585,14.082233762201463
"North_Efate_(Nguna,_Nakanamanga)",0,Austronesian,0,0,NA
North_Marquesan,0.17208,Austronesian,0.35700986,0.11582223122624873,-1.596669810640718
North_Northern_Paiute,0,Uto-Aztecan,0,0,NA
North_Tanna,0.94566,Austronesian,0.24585333,0.13303786852499092,5.260206569444117
Northeastern_Maidu,1.12581,Other,0.32209804,0.09595787696437386,8.375674675445278
Northern_Embera,0.9183,Other,0.1931948,0.04805374771888068,15.089461996636336
Northern_Gondi,0,Dravidian,0,0,NA
Northern_Haida,0,Other,0,0,NA
Northern_Kurdish,2.25163,Indo-European,0.81171854,0.12048526946571779,11.95093364014681
Northern_Ojibwa,1.01373,Algic,0.52589373,0.08754274811161707,5.5725491890888375
Northern_Paiute,0,Uto-Aztecan,0,0,NA
Northern_Pomo,1.49491,Other,0.8950426,0.1519132128759256,3.9487506625900854
Northern_Sami,2.58497,Uralic,0.97316527,0.10498229779242249,15.353109656515239
Northern_Tepehuan,0,Uto-Aztecan,0,0,NA
Northwestern_Maidu,1.23639,Other,0.45809615,0.12469030112431348,6.241815465856147
Norwegian_Bokmål,0.9183,Indo-European,0.14403609,0.07304440638896736,10.599906937116883
Nsong,0.9183,Atlantic-Congo,0.13900717,0.05256391201896828,14.82562465515853
Numbami,1.02165,Austronesian,0.60835823,0.09798771935764201,4.217791501928323
Nunamiut,0.9183,Other,0.18870759,0.06935005913764093,10.520429529150915
Nungon,0,Other,0,0,NA
Nuu_Chah_Nulth,0,Other,0,0,NA
Nyakyusa,1.85856,Atlantic-Congo,0.98131452,0.16492608435135137,5.319022054335289
Nyamal,0.99679,Pama-Nyungan,0.29999409,0.11450333273656134,6.085376672861771
Nyangumarta,1,Pama-Nyungan,0.22466416,0.08735838302520932,8.875345595353552
Nyawaygi,0,Pama-Nyungan,0,0,NA
Nyoro,2.27784,Atlantic-Congo,0.80742589,0.11285783985272854,13.02890531946018
Nyulnyul,0.79186,Other,0.13376031,0.048840281997030374,13.474526826851948
O_du,0,Austroasiatic,0.12627105,0.05372369414988708,-2.350379139001658
Olal,1.34646,Austronesian,0.31995133,0.141291061427007,7.265206019634223
Old_Aramaic,1,Afro-Asiatic,0.23625759,0.06995358611323656,10.91784499458971
Old_Church_Slavonic,0,Indo-European,0,0,NA
Old_English_ca_450_1100_,1.45656,Indo-European,0.39292017,0.11946254732628458,8.903542187953782
Old_Irish,1.25163,Indo-European,0.28194866,0.13692083803677618,7.082058172471519
Old_Norse,1.5,Indo-European,0.38095692,0.14653890286325325,7.636491458136993
Old_Prussian,0,Indo-European,0,0,NA
Old_Rapa_(Rapa),0,Austronesian,0,0,NA
Old_Russian,1,Indo-European,0.25033656,0.11225587963968783,6.678166367821664
Old_Welsh,0.72193,Indo-European,0.11708122,0.11204721572383253,5.398159839069952
Onobasulu,0.36064,Other,0.20674162,0.06760307125877654,2.2764998266261496
Opata,0.91829,Uto-Aztecan,0.39034564,0.058510046983303546,9.023140250607804
Oriya,2.34964,Indo-European,1.13694298,0.10947904207094786,11.076978726340263
Ossetian,1.91829,Indo-European,0.34893952,0.09884882138325403,15.87626901402654
Ossetic,0,Indo-European,0,0,NA
Ottowa_Ojibwa,0.91829,Algic,0.24190188,0.05157412173074688,13.114874229583993
Owa_(Santa_Ana),0,Austronesian,0,0,NA
Paakantyi,1,Pama-Nyungan,0.38089761,0.08639332589817136,7.166090477055059
Pacoh,0,Austroasiatic,0,0,NA
Padoe,0,Austronesian,0,0,NA
Pagu,0.98523,Other,0.18372348,0.09364173881522031,8.559287024577602
Paici,1.27994,Austronesian,0.40166082,0.06577702290518984,13.352370496699743
Paiwan,0,Austronesian,0,0,NA
Palauan,0.99679,Austronesian,0.20977739,0.10920728578971944,7.206594361436713
Paliyan,1,Dravidian,0.36995182,0.11393987043947067,5.5296550502460535
Paluai,0.93211,Austronesian,0.20861508,0.07521682712449573,9.618790736845382
Pama_(Paamanese),0,Austronesian,0,0,NA
Pampanga_(Kampampangan),0.88654,Austronesian,0.10837480000000001,0.054175552015611216,14.3637705763619
Panare,1.02206,Cariban,0.27322537,0.0956058734498106,7.832517009460818
Pangasinan,0.62925,Austronesian,0.056132760000000004,0.04222310804565949,13.573544595064835
Panjabi,2.08496,Indo-European,0.96295875,0.1118012937421563,10.03567322385048
Paraguayan_Guaraní,1.02717,Tupian,0.63086758,0.10704915983773794,3.702060068483525
Parakanã,1,Tupian,0.86461338,0.3154702781854322,0.42915808354034635
Pashto,1.4183,Indo-European,0.53861779,0.11056807176807602,7.9560237954153035
Patani,0.84535,Austronesian,0.25636913,0.07172101751716017,8.212109788585735
Pauserna,0.67347,Tupian,0.55760027,0.14151862662104875,0.8187595708533123
Payungu,1,Pama-Nyungan,0.22207535,0.08513019485090383,9.138057904865006
Pemon,0.91829,Cariban,0.42679628,0.025844357503648187,19.017447809666805
Pendau,0.88654,Austronesian,0.10531037,0.050844392579909144,15.36510892075635
Penrhyn_(Tongareva),0,Austronesian,0,0,NA
Petapa_Taje,0,Austronesian,0,0,NA
Phende,0.9183,Atlantic-Congo,0.14053719,0.059180450513043804,13.142225232445222
Pilagá,0.31669,Other,0.09876145,0.03592161564668505,6.066780295838701
Pinji,0.68524,Atlantic-Congo,0.23421883,0.10487235659939091,4.300667827298728
PintupiLuritja,1,Pama-Nyungan,0.22575321,0.09022883965285712,8.580923715508328
Pirriya,0,Pama-Nyungan,0,0,NA
Pitjantjatjara,0.61749,Pama-Nyungan,0.43221977,0.12934583322248583,1.4323633423994373
Pitta_Pitta,0.9183,Pama-Nyungan,0.24529735,0.08127768299619971,8.280288329964666
Pohnpeian,0.53333,Austronesian,0.04525624,0.03876404168027103,12.590889361477629
Pohnpeian,0.7642,Austronesian,0.21247108,0.1493217358673413,3.694900255446807
Pokomo,0,Atlantic-Congo,0,0,NA
Polci,0.31669,Afro-Asiatic,0.12740329,0.03578399913746604,5.289702508454842
Polish,2.25163,Indo-European,0.81013882,0.1193960748387253,12.073187346795944
Port_Sandwich,0.94566,Austronesian,0.32355797,0.14914226173964212,4.1711988456096
Portuguese,0,Indo-European,0.02385849,0.03326019984777322,-0.7173285220532832
Prai,0.72193,Austroasiatic,0.18053793,0.05287945445178324,10.238231003189608
Prakaa,0,Sino-Tibetan,0,0,NA
Proto-Oceanic,0,Austronesian,0,0,NA
Proto_Sogeram,1.18973,Nuclear Trans New Guinea,0.24699095,0.09123096592463022,10.33354234985122
Proto_Tupi_Guarani,0,Tupian,0,0,NA
Puinave,0,Other,0,0,NA
Pukapuka,0,Austronesian,0.10007967,0.029564818932467853,-3.38509328362885
Puluwatese_(Puluwat),0.81388,Austronesian,0.20051889,0.06343764937184956,9.668723795307884
Pumé,0.54085,Other,0.23166071,0.03612995574170826,8.557699107366282
Punu,1,Atlantic-Congo,0.12394352,0.19305951652620218,4.537753412850286
Puyuma,0,Austronesian,0,0,NA
Páez,0,Other,0,0,NA
Qawasquar,1,Other,0.15238827,0.06309222621302576,13.434487588662794
Quechan,1.57662,Other,0.63944291,0.14582029466081486,6.426931807948405
Rade_(Rhade),0,Austronesian,0,0,NA
Raga_(Hano),1.43185,Austronesian,0.52294688,0.11945455330614724,7.608777521193302
Raga_(Hano_Thomas_Ennever),1.10331,Austronesian,0.30215081,0.09622724191168439,8.32570043663196
Rahambuu,0,Austronesian,0,0,NA
Rakahanga-Manihiki,0,Austronesian,0,0,NA
Rangiora_(NW_Tuamotus),0,Austronesian,0,0,NA
Rarotongan_(Cook_Islands_Maori),0.22282,Austronesian,0.13237503,0.0928670613710092,0.9739187249466975
Ratagnon,0.88654,Austronesian,0.10559939,0.05363836683125451,14.559365919115834
Rejang_(Rejangese),0.99679,Austronesian,0.08912536,0.06031380293344712,15.049036801767528
Rennell_Islanders,0.31682,Austronesian,0.24740498,0.09118224667943377,0.7612777983420386
Ritharrngu,1.5087,Pama-Nyungan,0.32258436,0.10712528157976503,11.072228912806388
Riuk_Bekati'_(Dayak),0,Austronesian,0,0,NA
Romanian,0.9183,Indo-European,0.2419022,0.07158658186604011,9.448667367101594
Rotinese_Termanu_,1.75591,Austronesian,1.15988595,0.12521762394584934,4.759905444761929
Rotokas,0.93211,Other,0.26388706,0.0892126897844414,7.490222989740382
Rotumans,0.30875,Austronesian,0.18098447,0.056365568227426756,2.2667300981422724
Routa,0,Austronesian,0,0,NA
Roviana,0.88654,Austronesian,0.10225284,0.05044710062526781,15.546724197805895
Rundi,1.92193,Atlantic-Congo,0.66520606,0.10149438987871819,12.382201040882512
Russian,0.88654,Indo-European,0.15107553,0.07321134085337222,10.045772436718366
Russian,0.9183,Indo-European,0.14431904,0.07194827636817126,10.757463542829173
Rutul,0.91829,Nakh-Daghestanian,0.30861998,0.041899189188506436,14.550878711687373
Sa,0,Austronesian,0,0,NA
Sa_a,1,Austronesian,0.06225789,0.06189491722772175,15.150551159958578
Saaroa,0.88654,Austronesian,0.19280332,0.048621811874585336,14.268013742256626
Sakata,0.31128,Atlantic-Congo,0.05609149,0.05586116959345059,4.56826292498393
Sake,0,Atlantic-Congo,0,0,NA
Samoan,0.00343,Austronesian,0.11396588,0.11059520621556553,-0.999463573353714
Samoan,0.16097,Austronesian,0.22474785,0.09544596367190578,-0.6682089796823206
San_Salvador_Kongo,0.97095,Atlantic-Congo,0.15304779,0.06275605698340203,13.033040144895049
Sanapana,0.72193,Other,0.10585462999999999,0.049865750716876385,12.354679537422419
Sango,0,Atlantic-Congo,0,0,NA
Sangtam_Naga,0,Sino-Tibetan,0,0,NA
Sangu_Tanzania_,1.00624,Atlantic-Congo,0.25229036,0.08362395734424623,9.015952652136425
Sanskrit,2.10393,Indo-European,0.87027173,0.11741188128624068,10.507099081330967
Sarangani_Blaan,0,Austronesian,0,0,NA
Sardinian,0.9183,Indo-European,0.14659396,0.07103626872515752,10.863549759148597
Satawalese,0,Austronesian,0,0,NA
Saterfriesisch,0.9183,Indo-European,0.14754664,0.07648612768495107,10.077034664047304
Sateré_Mawé,1,Tupian,0.5806497,0.20048739308619007,2.091654210994305
Savosavo,0.00119,Other,0.0604338,0.04241573270781894,-1.3967411669651286
Sawai,0.91398,Austronesian,0.33120867,0.07459736612215918,7.812223946964362
Sawi,0,Other,0,0,NA
