language,family,code,average_edit_distance,sample_mean,sd,z
Lonwolwol,Austronesian,lonw1238,9.142857142857142,9.142857142857142,0.0,0.0
Luangiua_(Ontong_Java),Austronesian,onto1237,7.673913043478261,7.691173913043478,0.11477239216192049,0.15039217393731644
Lubuagan_Kalinga,Austronesian,lubu1243,13.5,13.5,0.0,0.0
Luburua_(Kara),Austronesian,lubu1242,6.636363636363637,6.382590909090909,0.5956467972637489,-0.42604565060787
Ma'anyan,Austronesian,maan1238,5.434782608695652,5.766217391304348,0.0890409419758634,3.7222739927722115
Maba_(Indonesia),Austronesian,maba1278,10.318181818181818,10.759954545454546,0.26011474854318123,1.6983763117891397
Madak_(Konnos),Austronesian,mada1284,10.583333333333334,15.526625,1.6634513315649673,2.971708022269602
Madurese,Austronesian,nucl1460,5.6521739130434785,5.506804347826087,0.04723824882004494,-3.077369903596129
Mafea_(Mavea),Austronesian,mafe1237,5.125,4.9663,0.10208933456650716,-1.5545208583626613
Magam,Austronesian,maga1262,9.285714285714286,9.285714285714286,0.0,0.0
Maguindanao_(Magindonao_Moro),Austronesian,magu1243,19.166666666666668,20.590904761904763,0.24047959555449788,5.922490396551471
Malua_Bay,Austronesian,malu1245,6.133333333333334,6.189533333333333,0.17837550915613712,0.31506567390261037
Manam,Austronesian,mana1295,7.857142857142857,7.857142857142857,0.0,0.0
Mangaia,Austronesian,mang1402,6.428571428571429,6.428571428571429,0.0,0.0
Mangarevans,Austronesian,mang1401,5.75,5.7526875,0.11468397504831651,0.023433962756070764
Mangei_(Sobjo),Austronesian,mang1407,3.642857142857143,3.690607142857143,0.16621188411492505,0.28728391025869165
Manggarai,Austronesian,mang1405,3.5,3.5,0.0,0.0
Maori,Austronesian,maor1246,21.347826086956523,21.360391304347825,0.09019808890190181,0.1393069137525468
Maragus_(Tape),Austronesian,mara1399,7.333333333333333,7.333333333333333,0.0,0.0
Maranao_(Lanao_Moro),Austronesian,mara1404,17.108695652173914,19.751608695652173,0.42527941956072157,6.214533132612365
Marquesas,Austronesian,marq1246,5.428571428571429,5.428571428571429,0.0,0.0
Marshallese,Austronesian,mars1254,2.0,2.0,0.0,0.0
Maskelynes,Austronesian,mask1242,5.666666666666667,5.313944444444444,0.2969170955224123,-1.187948513377527
Matukar,Austronesian,matu1261,4.739130434782608,5.356782608695652,0.13996304485876926,4.412966112135457
Mekeo,Austronesian,meke1243,2.2857142857142856,2.2857142857142856,0.0,0.0
Mekongga,Austronesian,meko1237,2.7857142857142856,2.7857142857142856,0.0,0.0
Mele-Fila_(Ifira-Mele),Austronesian,mele1250,8.608695652173912,8.339978260869565,0.07701677274858945,-3.4890762325440234
Menui,Austronesian,menu1237,3.7142857142857144,3.7142857142857144,0.0,0.0
Merlav,Austronesian,merl1237,5.461538461538462,5.650846153846154,0.05663236686256158,3.342747315631612
Minangkabau,Austronesian,mina1268,4.2,4.2,0.0,0.0
Miningir_(Lunga),Austronesian,mini1251,3.9347826086956523,4.198608695652174,0.08424725773563622,3.1315688373429937
Mono-Alu,Austronesian,mono1273,2.5,2.5,0.0,0.0
Kings_Mill_Islands,Austronesian,gilb1244,13.0,13.0,0.0,0.0
Kusaien,Austronesian,kosr1238,12.875,12.875,0.0,0.0
Mori_Atas,Austronesian,mori1269,3.5,3.5,0.0,0.0
Mori_Bawah,Austronesian,mori1268,4.608695652173913,4.965608695652174,0.07193723052264105,4.9614509883853275
Moronene,Austronesian,moro1287,0.9782608695652174,1.5487608695652173,0.09603053740160501,5.940818571223208
Mortlockese,Austronesian,mort1237,7.043478260869565,9.455326086956521,0.395465138485104,6.098762169848767
Mota,Austronesian,mota1237,7.4,7.904733333333334,0.1767167914487343,2.856170764506874
Motu,Austronesian,motu1246,3.2142857142857144,3.2142857142857144,0.0,0.0
Mouk,Austronesian,mouk1240,5.2631578947368425,5.2171315789473685,0.11424461607978448,-0.40287514080603015
Muduapa_(Vitu),Austronesian,mudu1242,6.466666666666667,6.741833333333333,0.1107902022444124,2.483673295041251
Muna,Austronesian,muna1247,6.760869565217392,5.755521739130435,0.24478905532313253,-4.10699663332518
Munggava_(Rennell),Austronesian,mung1271,8.833333333333334,10.7362,1.236920719447909,1.5383901625611038
Mungiki_(Bellona),Austronesian,mung1270,6.0,6.741666666666667,0.22281577388352367,3.328609342776474
Mussau-Emira,Austronesian,muss1246,3.5,3.5,0.0,0.0
Mwotlap,Austronesian,motl1237,9.043478260869565,9.06354347826087,0.08424042660177306,0.23818988341736744
Nafsan,Austronesian,sout2856,7.142857142857143,7.142857142857143,0.0,0.0
Nage,Austronesian,nage1237,15.714285714285714,15.714285714285714,0.0,0.0
Nahavaq,Austronesian,sout2857,8.5,8.5,0.0,0.0
Nakanai,Austronesian,naka1262,11.91304347826087,11.922239130434782,0.053134477560223034,0.17306375438604316
Nalik_(Lukuramau),Austronesian,nali1244,6.09375,6.95915625,0.4007722333588855,2.1593468258691515
Nalik_(Madina),Austronesian,nali1244b,9.321428571428571,8.816071428571428,0.8193715344996328,-0.6167618980878442
Namakura,Austronesian,nama1268,10.478260869565217,10.262173913043478,0.052787587940667506,-4.093518286242167
Namakura,Austronesian,nama1268b,7.142857142857143,7.142857142857143,0.0,0.0
Naman,Austronesian,litz1237,5.366666666666666,5.6828666666666665,0.2662780869225455,1.1874803655622475
Nanggu,Austronesian,nang1262,3.142857142857143,3.185142857142857,0.03512207412302062,1.2039640408935377
Nehan,Austronesian,neha1247,6.633333333333334,5.490066666666666,0.472574732702776,-2.4192293568639025
Nengone,Austronesian,neng1238,10.035714285714286,10.381392857142858,0.22678509921536752,1.5242561024712487
Nese,Austronesian,nese1235,10.88888888888889,10.849,0.034910417582353324,-1.142607039712189
Neve'ei,Austronesian,vinm1237,5.5,5.524578947368421,0.1534046340082261,0.1602229784473331
Neverver,Austronesian,ling1265,8.021739130434783,7.644826086956522,0.13965428727796292,-2.6989006268605755
Nguna,Austronesian,ngun1274,5.842105263157895,6.8192894736842105,0.3136853126066811,3.11517361908357
Niuafo'ou,Austronesian,niua1240,5.642857142857143,5.642857142857143,0.0,0.0
Niueans,Austronesian,niue1239,7.291666666666667,7.173020833333333,0.033531737437986334,-3.538314516292442
North_Ambrym,Austronesian,nort2839,4.863636363636363,5.404909090909091,0.25275529789207846,2.1414891469607906
"North_Efate_(Nguna,_Nakanamanga)",Austronesian,nort2836,5.0,5.0,0.0,0.0
North_Marquesan,Austronesian,nort2845,4.75,4.724285714285714,0.2577068905032254,-0.09978113376818679
North_Tanna,Austronesian,nort2847,6.318181818181818,7.200272727272727,0.44041923360899865,2.002843749267371
Numbami,Austronesian,numb1247,6.673913043478261,6.803847826086956,0.11974850341779006,1.0850639373367923
Olal,Austronesian,olal1237,4.4,4.470933333333333,0.09290008601469159,0.7635443235447054
Old_Rapa_(Rapa),Austronesian,rapa1245,15.214285714285714,15.214285714285714,0.0,0.0
Owa_(Santa_Ana),Austronesian,owaa1237,37.714285714285715,37.714285714285715,0.0,0.0
Padoe,Austronesian,pado1242,3.2142857142857144,3.2142857142857144,0.0,0.0
Paici,Austronesian,paic1239,10.152173913043478,8.176326086956522,0.42856385128774593,-4.610393107467981
Paiwan,Austronesian,paiw1248,1.5,1.5,0.0,0.0
Palauan,Austronesian,pala1344,14.633333333333333,14.009466666666667,0.4948127588623798,-1.26081362190618
Paluai,Austronesian,balu1257,4.6521739130434785,4.499,0.11374627117688392,-1.3466279945588897
Pama_(Paamanese),Austronesian,paam1238,17.857142857142858,17.857142857142858,0.0,0.0
Pampanga_(Kampampangan),Austronesian,pamp1243,7.021739130434782,7.3958260869565216,0.061081272482849676,6.12441328275823
Pangasinan,Austronesian,pang1290,5.815789473684211,5.707105263157895,0.028174444794985928,-3.857545776577565
Patani,Austronesian,pata1260,7.7272727272727275,7.359659090909091,0.24708901678900044,-1.4877781341351866
Pendau,Austronesian,pend1242,15.347826086956522,16.086804347826085,0.12239081714253103,6.0378570723078155
Penrhyn_(Tongareva),Austronesian,penr1237,9.714285714285714,9.714285714285714,0.0,0.0
Petapa_Taje,Austronesian,taje1237a,6.428571428571429,6.428571428571429,0.0,0.0
Pohnpeian,Austronesian,pohn1238,13.555555555555555,11.9675,0.5331274598711978,-2.978754003665889
Pohnpeian,Austronesian,pohn1238a,11.166666666666666,11.455333333333334,0.06708576973174318,4.302949311321361
Port_Sandwich,Austronesian,port1285,9.227272727272727,9.321636363636363,0.2143723611574881,0.44018564638709595
Proto-Oceanic,Austronesian,ocea1241,4.785714285714286,4.785714285714286,0.0,0.0
Pukapuka,Austronesian,puka1242,9.043478260869565,8.620782608695652,0.13233385617280705,-3.194161074108947
Puluwatese_(Puluwat),Austronesian,pulu1242,5.760869565217392,5.204695652173913,0.3719079324472813,-1.4954612809241898
Puyuma,Austronesian,puyu1239,5.75,5.75,0.0,0.0
Rade_(Rhade),Austronesian,rade1240,4.6875,4.6875,0.0,0.0
Raga_(Hano),Austronesian,hano1246,5.5625,5.653375,0.26586738558295697,0.34180574575080563
Raga_(Hano_Thomas_Ennever),Austronesian,hano1246b,4.233333333333333,4.3001,0.12435124047948441,0.5369199889701255
Rahambuu,Austronesian,raha1237,2.7857142857142856,2.7857142857142856,0.0,0.0
Rakahanga-Manihiki,Austronesian,raka1237,5.714285714285714,5.714285714285714,0.0,0.0
Rangiora_(NW_Tuamotus),Austronesian,tuam1242,10.714285714285714,10.714285714285714,0.0,0.0
Rarotongan_(Cook_Islands_Maori),Austronesian,raro1241,6.733333333333333,7.0147,0.12553309303261523,2.241374444534431
Ratagnon,Austronesian,rata1245,8.347826086956522,7.8898913043478265,0.132490893718035,-3.4563491101755606
Rejang_(Rejangese),Austronesian,reja1240,13.066666666666666,13.781066666666666,0.14047196294055422,5.085712373096997
Rennell_Islanders,Austronesian,renn1242,4.65625,4.4671875,0.20489729346582305,-0.9227183863779833
Riuk_Bekati'_(Dayak),Austronesian,beka1241,7.285714285714286,7.285714285714286,0.0,0.0
Rotinese_Termanu_,Austronesian,term1237,6.133333333333334,6.3785,0.27404493866186247,0.8946221297273124
Rotumans,Austronesian,rotu1241,7.416666666666667,6.959791666666667,0.15460828383292757,-2.9550486472879247
Routa,Austronesian,rout1237,4.357142857142857,4.357142857142857,0.0,0.0
Roviana,Austronesian,rovi1238,6.891304347826087,9.861086956521739,0.5611071724977365,5.292719028124047
Saaroa,Austronesian,saar1237,9.326086956521738,7.714217391304348,0.2804542604603428,-5.747352750397296
Samoan,Austronesian,samo1305,9.1,9.096775,0.2075018828984605,-0.015542027643087014
Samoan,Austronesian,samo1305a,5.863636363636363,5.767954545454545,0.3599549032982347,-0.2658161267011346
Sarangani_Blaan,Austronesian,sara1326,19.071428571428573,19.071428571428573,0.0,0.0
Satawalese,Austronesian,sata1237,11.357142857142858,11.357142857142858,0.0,0.0
Sawai,Austronesian,sawa1247,7.113636363636363,6.992181818181818,0.1246601780630264,-0.9742850310476839
Sa_a,Austronesian,saaa1240,4.0,3.8334375,0.0345212841999369,-4.824921895585344
Sa,Austronesian,saaa1241,5.357142857142857,5.357142857142857,0.0,0.0
Seke_(Ske),Austronesian,seke1241,4.369565217391305,3.9808478260869564,0.11053378755285903,-3.5167291369478977
Senbarei,Austronesian,unua1237,4.769230769230769,4.544769230769231,0.3236119605830312,-0.6936132337542164
Sie_(Sye),Austronesian,siee1239,14.192307692307692,15.2925,0.5098914023601308,2.157699272040784
Sikaiana,Austronesian,sika1261,4.521739130434782,4.498021739130435,0.07902984210275185,-0.30010677831686733
Sika,Austronesian,sika1262,3.2857142857142856,3.2857142857142856,0.0,0.0
Sonsorol,Austronesian,sons1242,9.933333333333334,10.675033333333333,0.1387296344225797,5.346370320134573
Southeast_Ambrym,Austronesian,sout2859,4.108695652173913,4.190152173913043,0.16040390069580093,0.5078213271983273
Southeast_Babar,Austronesian,sout2883,4.071428571428571,4.071428571428571,0.0,0.0
Southwest_Tanna,Austronesian,sout2869,5.566666666666666,6.291833333333333,0.2896443786582273,2.5036448835153955
South_Marquesan,Austronesian,sout2866,4.625,4.625,0.0,0.0
South_Tuvaluan_(Vaitupu),Austronesian,sout2865,6.673913043478261,6.651652173913043,0.26952238012991725,-0.08259377033731662
Sula_Fagudu,Austronesian,sula1245,6.416666666666667,6.806583333333333,0.49933193468083253,0.780876686599059
Sula_Mangoli,Austronesian,mang1408,8.55,9.8972,0.49022186556443753,2.748143431849666
Sundanese,Austronesian,sund1252,8.282608695652174,8.238695652173913,0.16346053635722005,-0.26864614821950095
Sungagage,Austronesian,mari1426i,5.4,5.070333333333333,0.227421411208474,-1.4495850013192753
Sungwadaga,Austronesian,mari1426b,5.260869565217392,5.0502391304347825,0.14446701705820067,-1.457982860529013
Sungwadia,Austronesian,mari1426a,6.913043478260869,7.80454347826087,0.27962333509721954,3.1882174629311377
Sungwaloge_(Nalemba_Edward),Austronesian,mari1426g,8.543478260869565,8.926934782608695,0.2271899275579547,1.6878236014284282
Sungwaloge_(Nalemba_Simeone_Tari),Austronesian,mari1426f,4.891304347826087,4.902239130434783,0.08495317920492297,0.12871540195475328
Sungwaloge_(Navenvene),Austronesian,mari1426d,4.266666666666667,4.4568666666666665,0.14165538631020327,1.3426951487992944
Sungwaloge_(Tauta),Austronesian,mari1426e,4.891304347826087,4.975065217391304,0.10714476780416511,0.7817541750457824
Sungwaloge_(Tawet),Austronesian,mari1426c,6.0,5.996434782608696,0.07559842292515066,-0.0471599439955778
Sunwadia,Austronesian,mari1426,3.8,4.5566,0.17795535425524042,4.251628185993287
Tadyawan,Austronesian,tady1237,6.608695652173913,6.362130434782609,0.10139572010760281,-2.431712276707985
Tagalog,Austronesian,taga1270,7.051282051282051,6.870794871794872,0.03524469146376977,-5.120974875683428
Tahitians,Austronesian,tahi1242,5.5625,5.37528125,0.09512627907107167,-1.968107570570733
Tajio,Austronesian,taji1246,11.76086956521739,14.276739130434782,0.403027768563029,6.242422387389264
Takia,Austronesian,taki1248,3.152173913043478,3.301717391304348,0.07310837137017337,2.045504166734598
Takuu,Austronesian,taku1257,5.894736842105263,5.948447368421053,0.020039761357075653,2.680197900501725
Talibabu,Austronesian,tali1262,12.583333333333334,12.581833333333334,0.13835422614395232,-0.010841736040931369
Talise_(Tolo),Austronesian,tali1259,8.608695652173912,8.601869565217392,0.08229843261701449,-0.08294309793585539
Tamambo,Austronesian,malo1243,12.5,12.5,0.0,0.0
Tanala,Austronesian,tana1285,8.15,8.46565,0.1751985217461096,1.8016704527760035
Tanampedagi_Taje,Austronesian,taje1237b,15.347826086956522,16.082586956521737,0.127505142785195,5.762597911858745
Tangoa_(Movono),Austronesian,tang1347,4.214285714285714,4.214285714285714,0.0,0.0
Tasiko,Austronesian,tasi1237,5.9,5.9370666666666665,0.308132199094456,0.12029468772039492
Taumako,Austronesian,taum1237,4.956521739130435,5.060086956521739,0.15122482713968796,0.6848426898556833
Tausug_(Sulu_Moro),Austronesian,taus1251,14.033333333333333,19.1509,0.965356579481266,5.301219026669492
Tausug,Austronesian,taus1251a,7.804347826086956,8.164152173913044,0.06421742488123237,5.602908377150464
Tetum_(Tetun),Austronesian,tetu1245,12.45,11.00335,0.8540642266265478,-1.6938421665477028
Tetun_Dili_(Tetum),Austronesian,tetu1246,12.357142857142858,12.357142857142858,0.0,0.0
Thao,Austronesian,thao1240,7.363636363636363,7.363636363636363,0.0,0.0
Tialo_(Tomini),Austronesian,tomi1243,11.021739130434783,12.646391304347826,0.33535609915528725,4.844558300878688
Tigak,Austronesian,tiga1245,2.5,2.5,0.0,0.0
Tikopia,Austronesian,tiko1237,4.454545454545454,4.454590909090909,0.11693942786103476,0.0003887016234481476
Tikopia,Austronesian,tiko1237a,9.804347826086957,10.891891304347826,0.21703878695083567,5.010825454471523
Tirax_(Mae),Austronesian,maee1241,4.357142857142857,4.357142857142857,0.0,0.0
Tiri-Mea_(Grand_Couli),Austronesian,tiri1258,13.363636363636363,10.671,0.9126186852131274,-2.950450617836673
Tokelau,Austronesian,toke1240,4.818181818181818,5.410681818181819,0.200351979548737,2.957295462388334
Tokelau,Austronesian,toke1240a,16.61111111111111,16.917055555555557,1.6101313385088298,0.19001210468196109
Tokotu'a_(Kabaena),Austronesian,kaba1285,3.2142857142857144,3.2142857142857144,0.0,0.0
Tolaki,Austronesian,tola1247,4.5,4.640130434782609,0.062233474356428585,2.251689082631684
Tomadino,Austronesian,toma1248,3.2142857142857144,3.2142857142857144,0.0,0.0
Tombulu,Austronesian,tomb1243,11.804347826086957,12.38445652173913,0.10747183922531622,5.397773964172766
Tongan,Austronesian,tong1325,7.0,6.958645833333334,0.08200575137898226,-0.5042837358510596
Tonsea,Austronesian,tons1240,6.695652173913044,6.829239130434782,0.039161945164462655,3.4111420145432763
Toqabaqita,Austronesian,toab1237,6.666666666666667,6.666666666666667,0.0,0.0
Torete,Austronesian,tore1237,3.4285714285714284,3.4285714285714284,0.0,0.0
Totoli,Austronesian,toto1304,20.0,24.400652173913045,0.7494906063863048,5.8715241210706335
Tubuai,Austronesian,tubu1240,7.0,7.0,0.0,0.0
Tukang_Besi_South,Austronesian,tuka1249,2.7142857142857144,2.7142857142857144,0.0,0.0
Tulambatu,Austronesian,tula1253,4.357142857142857,4.357142857142857,0.0,0.0
Tungag,Austronesian,tung1290,2.7142857142857144,2.7142857142857144,0.0,0.0
Ulawa,Austronesian,ulaw1237,4.125,4.16378125,0.06925828322831308,0.559951072886925
Uma_Juman_(Kayan),Austronesian,umaj1240,17.847826086956523,16.27136956521739,0.2625755815220181,-6.003819976713789
Umiray_Dumaget_Agta,Austronesian,umir1236,4.642857142857143,4.642857142857143,0.0,0.0
Urak_Lawoi,Austronesian,urak1238,10.714285714285714,10.714285714285714,0.0,0.0
Ura,Austronesian,urav1235,9.5,9.5,0.0,0.0
Uripiv-Wala-Rano-Atchin,Austronesian,urip1239,2.6153846153846154,3.393346153846154,0.3704711761844743,2.099924605400762
Vaekau-Taumako,Austronesian,pile1238,9.847826086956522,10.001826086956521,0.12179411090057896,1.2644289519524532
Vao,Austronesian,vaoo1237,5.5,5.5,0.0,0.0
Varisi,Austronesian,vari1239,3.9285714285714284,3.9285714285714284,0.0,0.0
Vera'a,Austronesian,vera1241,3.4285714285714284,3.4285714285714284,0.0,0.0
Vures,Austronesian,vure1239,3.7142857142857144,3.7142857142857144,0.0,0.0
Waia,Austronesian,waia1242,5.214285714285714,5.214285714285714,0.0,0.0
Wallisian_(East_Uvea),Austronesian,wall1257,14.0,14.0,0.0,0.0
Waropen,Austronesian,waro1242,4.166666666666667,4.39975,0.13086934900400077,1.7810383799357599
Waru,Austronesian,waru1266,2.7857142857142856,2.7857142857142856,0.0,0.0
Watut,Austronesian,watu1246,3.739130434782609,3.556782608695652,0.10604875749656763,-1.7194715939303533
Wawonii,Austronesian,wawo1239,4.108695652173913,4.2148260869565215,0.044425827887435564,2.388935442047756
Weda,Austronesian,weda1240,9.181818181818182,8.327954545454546,0.2734647981106948,-3.1223895808995636
Western_Bukidnon_Manobo,Austronesian,west2555,5.826086956521739,5.796739130434783,0.14278594605113187,-0.205537217762644
Western_Tawbuid_(Batangan),Austronesian,west2559,7.565217391304348,6.821021739130435,0.22026725300828076,-3.3786032286239807
West_Coast_Bajau,Austronesian,west2560,3.6739130434782608,3.5685434782608696,0.03049341060058758,-3.455486386798621
West_Futuna,Austronesian,west2515,12.434782608695652,12.057326086956522,0.2417748272067454,-1.5611903277935617
Whitesands,Austronesian,whit1269,5.954545454545454,7.344454545454545,0.8617843412148772,1.6128270431900682
Wiwirano,Austronesian,wiwi1237,2.7857142857142856,2.7857142857142856,0.0,0.0
Wogeo,Austronesian,woge1237,3.4285714285714284,3.4285714285714284,0.0,0.0
Woleaian,Austronesian,wole1240,9.5,9.5,0.0,0.0
Wolio,Austronesian,woli1241,2.357142857142857,2.357142857142857,0.0,0.0
Wuvulu_Aua,Austronesian,wuvu1239,3.2083333333333335,3.206395833333333,0.05339563385936177,-0.03628573836399305
Xalangi_(Maevo_Vanuatu),Austronesian,mari1426h,4.021739130434782,4.1757608695652175,0.08877034751558928,1.7350584225592556
Xaracuu_(Canala),Austronesian,xara1244,6.166666666666667,6.166666666666667,0.0,0.0
Yabem,Austronesian,yabe1254,16.108695652173914,16.039565217391303,0.4209397031784634,-0.16422882959392007
Yakan,Austronesian,yaka1277,10.804347826086957,10.466239130434783,0.1411023980300477,-2.396193830668803
Yamdena,Austronesian,yamd1240,0.5,0.5,0.0,0.0
Yami_Tao_,Austronesian,yami1254,4.545454545454546,5.214840909090909,0.14368555105868364,4.658689469499785
Zabana_(Kia),Austronesian,zaba1237,3.0714285714285716,3.0714285714285716,0.0,0.0
De_kwana_Maquiritari_,Cariban,maqu1238,5.95,5.792425,0.07013853283886677,-2.2466252660574817
Galibi_Carib,Cariban,gali1262,5.125,4.945020833333333,0.15739822378335694,-1.1434637719571097
Macushi,Cariban,macu1259,4.2727272727272725,4.608840909090909,0.07846802593879298,4.28344707723135
Panare,Cariban,enap1235,4.833333333333333,4.547104166666666,0.0989779595679272,-2.891847517529715
Pemon,Cariban,pemo1248,5.1875,5.424604166666667,0.09209506990717127,2.5745587348558363
Waimiri_Atroari,Cariban,waim1253,3.9583333333333335,3.9576458333333333,0.05734841314103947,-0.01198812595405866
Wai_Wai,Cariban,waiw1244,6.166666666666667,6.116666666666666,0.02027316647829917,-2.4663142806784415
Chenchu,Dravidian,chen1255,6.1,7.1943,0.343533878279167,3.1854209124339583
Dandami_Maria,Dravidian,dand1238,5.466666666666667,5.5947000000000005,0.06826348391761086,1.875575724905291
Gondi,Dravidian,gond1265,5.25,5.25,0.0,0.0
Kadar,Dravidian,kada1242,4.625,4.625,0.0,0.0
Kodava,Dravidian,koda1255,4.75,5.1600625,0.19111238031760439,2.1456616223319958
Koya,Dravidian,koya1251,4.818181818181818,4.825727272727272,0.09494786855096048,0.0794694463457521
Kui,Dravidian,kuii1252,4.85,5.340725,0.17866594777935693,2.7466062005616196
Kurukh,Dravidian,kuru1302,4.5,4.5,0.0,0.0
Kuvi,Dravidian,kuvi1243,2.909090909090909,2.7301363636363636,0.09380930950703437,-1.9076416444694813
Malapandaram,Dravidian,mala1468,4.416666666666667,4.582958333333333,0.1617933191444766,1.0278030486424015
Malayalam,Dravidian,mala1464,5.75,5.75,0.0,0.0
Canarese,Dravidian,nucl1305,4.5625,4.5625,0.0,0.0
Tamil,Dravidian,tami1289,13.0,13.0,0.0,0.0
Telugu,Dravidian,telu1262,6.375,6.375,0.0,0.0
Northern_Gondi,Dravidian,nort2702,5.25,5.25,0.0,0.0
Paliyan,Dravidian,pali1274,4.0,4.4173125,0.14114170033453374,2.956691743197703
Toda,Dravidian,toda1252,4.958333333333333,5.323375,0.11389452700954147,3.205085233253448
Yerukula,Dravidian,yeru1240,4.2,4.2,0.0,0.0
Albanian,Indo-European,alba1267,6.166666666666667,6.6027708333333335,0.09078051431261114,4.8039402504914355
Albanian_Tosk_,Indo-European,tosk1239,6.416666666666667,6.811270833333333,0.0735861969614163,5.36247534131395
Ancient_Greek,Indo-European,anci1242,6.916666666666667,6.9800625,0.07441878645412786,0.8518794292945157
Armenian,Indo-European,nucl1235,5.666666666666667,8.774583333333334,0.31618242438845146,9.829504826771718
Assamese,Indo-European,assa1263,5.0625,5.40165625,0.1914095226962763,1.7718880713064868
Avestan,Indo-European,aves1237,3.75,9.532875,0.9600848255478509,6.023295906900864
Balochi,Indo-European,balo1260,5.777777777777778,6.048583333333333,0.04940355801840798,5.481499034030144
Belarusian,Indo-European,bela1254,11.916666666666666,13.749229166666666,0.35707105093033775,5.132206868143788
Bengali,Indo-European,beng1280,6.125,9.039020833333334,0.32937020330408545,8.84725091736065
Bihari,Indo-European,biha1245,4.25,4.25,0.0,0.0
Boers,Indo-European,afri1274,4.416666666666667,4.749833333333333,0.09359273410717006,3.5597492673434203
Breton,Indo-European,bret1244,9.416666666666666,9.8510625,0.08704808212269889,4.990297577389808
Bulgarian,Indo-European,bulg1262,6.916666666666667,7.487,0.1242200950768828,4.5913129673612
Central_Kurdish,Indo-European,cent1972,3.25,4.683270833333333,0.15989457205758748,8.963849209447384
Chavacano,Indo-European,chav1241,4.760869565217392,4.695956521739131,0.09957087221169415,-0.6519280391583938
Cornish,Indo-European,corn1251,5.0,5.2534,0.22236881051057472,1.1395483000434077
Czech,Indo-European,czec1258,6.166666666666667,6.429979166666667,0.09882376855281821,2.664465278505012
Danish,Indo-European,dani1285,8.75,9.307791666666667,0.15597890229010553,3.5760712408991613
Dari,Indo-European,dari1249,6.166666666666667,7.9835625,0.2047579406741781,8.873383993563774
Dutch,Indo-European,dutc1256,4.5,4.5341875,0.0797913614762108,0.42846116882204804
Eastern_Armenian,Indo-European,east2283,7.916666666666667,7.328604166666667,0.22682516958411475,-2.5925804489784636
Eastern_Pahari_Nepali_,Indo-European,east1436,4.375,4.375,0.0,0.0
Eastern_Yiddish,Indo-European,east2295,11.333333333333334,13.1379375,0.39953376698797627,4.516775090804713
English,Indo-European,stan1293,4.8478260869565215,5.372108695652174,0.09746166521455671,5.37937257219515
Frisian,Indo-European,fris1239,4.934782608695652,4.554782608695652,0.11902561553659213,-3.192590084805537
German,Indo-European,stan1295,5.565217391304348,5.926065217391304,0.07360441531592633,4.902529617796956
Gothic,Indo-European,goth1244,5.0,6.5995625,0.2686033089545461,5.955110926316561
Gujarati,Indo-European,guja1252,8.208333333333334,9.246895833333333,0.19001780457169976,5.465606248535077
Hindi,Indo-European,hind1269,9.5,10.4370625,0.12679543995747908,7.3903485828373965
Hittite,Indo-European,hitt1242,6.666666666666667,7.595833333333333,0.29052340403612437,3.198250652987432
Icelandic,Indo-European,icel1247,9.083333333333334,9.778416666666667,0.15244398881320587,4.559598175989996
Irish,Indo-European,iris1253,10.333333333333334,9.993041666666667,0.14269747428174265,-2.3847070060595024
Italian,Indo-European,ital1282,5.25,5.281333333333333,0.06070503906954596,0.5161570408913961
Jamaican_Creole,Indo-European,jama1262,10.916666666666666,9.048625,0.3612809790465322,-5.170606190219792
Judeo_Tat,Indo-European,jude1256,7.333333333333333,7.671395833333333,0.15807138424578462,2.1386698270089686
Kashmiri,Indo-European,kash1277,5.916666666666667,7.729,0.20500546948873846,8.84041454041737
Kriol_Roper_River,Indo-European,krio1252,4.479166666666667,4.4814375,0.03743250492638654,0.060664744125432254
Kristang_(Malacca_Creole_Portugese),Indo-European,mala1533,9.456521739130435,9.267847826086957,0.24737128600375288,-0.7627154957694496
Kumaoni,Indo-European,kuma1273,4.0,3.9999583333333333,0.14284894382286087,-0.000291683407322816
Lahnda,Indo-European,lahn1241,3.5,5.34715,0.24094071870468456,7.666408608434546
Latin,Indo-European,lati1261,8.282608695652174,8.864173913043478,0.15436453815972467,3.7674793986008948
Latin,Indo-European,lati1261a,4.521739130434782,6.501043478260869,0.2562735227496354,7.723405549623457
Latvian,Indo-European,latv1249,8.458333333333334,7.90625,0.2413559552643896,-2.2874237046629444
Lithuanian,Indo-European,lith1251,7.416666666666667,7.666875,0.1006041196831947,2.487058523261736
Luxembourgish,Indo-European,luxe1241,6.333333333333333,6.100666666666666,0.059904597344487914,-3.8839534356385332
Macedonian,Indo-European,mace1250,6.25,6.518958333333333,0.06761831976412368,3.9775956319463956
Mahasu_Pahari,Indo-European,maha1287,5.375,5.375,0.0,0.0
Maithili,Indo-European,mait1250,8.583333333333334,9.97225,0.176982745873097,7.847751823573638
Marathi,Indo-European,mara1378,6.583333333333333,7.953916666666666,0.17461428885430402,7.849204909438602
Marwari_India_,Indo-European,marw1260,6.833333333333333,9.35825,0.34589462692938383,7.299670102080371
Middle_English,Indo-European,midd1317,4.666666666666667,6.406416666666667,0.4516000776462844,3.85241297802136
Middle_High_German,Indo-European,midd1343,4.333333333333333,6.637833333333333,0.2754498101407015,8.366315441723655
