language,code,correlation,mean,sd,z
Isnag,isna1241,-0.049233808995797046,0.00019714545793636003,0.017557406014681053,-2.81539052023975
Itbayat,ivat1242,-0.0667884461636784,-0.0004546465691583838,0.016827795057082786,-3.9419186749960002
Itneg_(Binongan),bino1237,0.0017641141371882653,-0.00013669435284978116,0.03781692473565065,0.050263433722470885
Javanese,java1254,-0.07248956268736564,0.0003003939847204803,0.016762662923436773,-4.342386230908134
Kadai,kada1286,-0.13432803224360151,-0.0012927747863962975,0.037063897080131684,-3.5893488795736896
Kalinga_(Ahin-Kayapa_Kalanguya),ahin1234,-0.06716422106953625,0.0005675876019899162,0.01652074977193578,-4.099802345931291
Kambera,kamb1299,-0.05953457524365974,0.00029312159858667087,0.016732391379424387,-3.5755616448116188
Kankanaey_(Kankanai),kank1243,-0.06253810257525477,6.840823678836127e-05,0.017337364207726233,-3.6110743283655036
Kankanay,nort2877,-0.09014149307560085,-0.001983997535769172,0.0878295188444986,-1.003734242196109
Kapingamarangi,kapi1249,-0.17159945511418923,0.000547696887145857,0.016610241006620972,-10.363916570067579
Kapingamarangi,kapi1249a,-0.11696572131012009,0.001041803242630747,0.016367314344440456,-7.209950396830673
Kei,keii1239,-0.1611820376925878,-0.002291946308724837,0.08850790393293113,-1.7952079342457992
Kilivila,kili1267,-0.10778699666389904,-0.001401962668208002,0.038939387530797245,-2.732067470541258
Kiput,kipu1237,0.008784206610223173,-0.00020666691083687266,0.016438662366994827,0.5469346179353204
Kodeoha,kode1237,-0.25378594157309475,0.0017278375241436183,0.03710226436898162,-6.886743530156451
Kodi,kodi1247,-0.10444186689633583,-0.0010950284148160208,0.05463428438003687,-1.8916114607201169
Konawe,kona1243,-0.23034898319568442,0.0019663707711997536,0.03844962764237759,-6.042070319319187
Koroni,koro1311,-0.10882574662531075,0.001194585096312634,0.03903761296365752,-2.818316064151975
Kuanua,kuan1248,0.02269448230544193,-1.8301263190796807e-05,0.01764900692005715,1.286915670185435
Kulisusu,kuli1254,-0.13587454409431507,-0.0005565060201902592,0.01708639207726421,-7.919637888573565
Kwaio,kwai1243,-0.07644014154557374,0.0002596866437631303,0.03771712334134859,-2.0335545607544323
Kwamera,kwam1252,-0.07896159735741376,-0.0006393910394507467,0.017094826110334832,-4.58163223260941
Laiwui,laiw1239,-0.21055974229586466,0.0016047154325668864,0.03802509416920109,-5.579590593105666
Lalomerui,lalo1239,-0.23034898319568442,-0.001208970210529007,0.03674130313153948,-6.2365782771721285
Lamahalot,lama1277,,-0.0005740621225398479,0.05288577399455659,
Lametin,mere1242,,-0.0069846698113207725,0.15777153108034192,
Lamogai,lamo1244,-0.20862099682880828,0.0014562629355055884,0.0970523399495846,-2.1645769681951186
Landewe,land1259,-0.004737353968150417,5.4005549687141666e-05,0.03831972026436134,-0.12503639078737452
Larevat,lare1249,-0.02859960816757986,0.00014572054065893378,0.023637502189066045,-1.2160899437816006
Lauje,lauj1238,0.03248741723051487,-0.0006940535351538797,0.017753850221454433,1.8689732284420755
Lau_Fijian,laua1243,-0.04913376091416361,-0.0001752997453464454,0.016877701967735106,-2.9007776806588033
Lau,lauu1247,-0.12780210750712168,0.0025864185079001218,0.04355667559026339,-2.993537138637107
Lavatbura-lamusong_(Konobin),lava1239,-0.010359961066810815,-0.0001192550130548079,0.044654054708559245,-0.22933429272197936
Lelepa,lele1267,-0.04764465582648121,-0.000701536258475874,0.016776262489158478,-2.7981869977500615
Lenakel,lena1238,-0.09157136099634931,0.0001408763269834306,0.039752497087927365,-2.307081165756133
Letemboi-Repanbitip,lete1241,-0.1661441500122236,-0.0006834587719640386,0.0370761757832539,-4.4627226984664565
Lewo,lewo1242,-0.15584628064000133,0.0019080346648746164,0.06936710194416322,-2.2741949841274853
Lo-Toga_(Loh),loto1240,-0.11183529622188126,-0.0006630871962663196,0.01657131813666578,-6.708712494007026
