language,code,correlation,mean,sd,z
Loniu,loni1238,-0.33982887017190005,0.00041542553493077207,0.032770834175552405,-10.382533867894606
Lonwolwol,lonw1238,0.040143554663039156,-0.0007377389580727407,0.03759982061831068,1.0872736345237557
Luangiua_(Ontong_Java),onto1237,-0.11696572131012009,-0.0002347017975103365,0.017489985904344342,-6.674163155478296
Lubuagan_Kalinga,lubu1243,-0.24379381207418666,-8.836066593511138e-05,0.04256760340692952,-5.7251391176177675
Luburua_(Kara),lubu1242,0.016085732521576298,0.00029932792643135497,0.03269063766565084,0.4829029264159094
Ma'anyan,maan1238,-0.07557814204876898,7.030221919984075e-05,0.016970153192966818,-4.4577349071498595
Maba_(Indonesia),maba1278,-0.06566207700671356,-1.4644130344969697e-05,0.0163259664620745,-4.02104420763504
Madak_(Konnos),mada1284,0.08378451718715155,0.00015417224151304941,0.031269276540501656,2.6745212617028717
Madurese,nucl1460,-0.11726937105204774,-1.5472405328932043e-05,0.01669979508004635,-7.021277691414245
Mafea_(Mavea),mafe1237,-0.02381455589199952,-8.668513096215318e-05,0.019567346575185156,-1.2126258749425172
Magam,maga1262,-0.051297963254637216,-4.868336656424977e-05,0.036588324763108325,-1.4007003660289783
Maguindanao_(Magindonao_Moro),magu1243,-0.13009510544469963,-0.00011191032129494602,0.01836061816922286,-7.079456362819531
Malua_Bay,malu1245,-0.003285191149134111,0.0007684331984151978,0.024169096054946135,-0.16771931967723497
Manam,mana1295,-0.09880387597294071,0.0002845095659824989,0.038239823655966225,-2.591235420706845
Mangaia,mang1402,-0.19516676082053236,0.00015830296751365603,0.03760236762540544,-5.1944884357781165
Mangarevans,mang1401,-0.11776910867289461,0.00035620644302866976,0.023269097297230097,-5.076488941837235
Mangei_(Sobjo),mang1407,-0.06350766603015971,0.0004475403864544456,0.023110237664368847,-2.7673971745959025
Manggarai,mang1405,-0.0653438122979764,-0.00028733662693883804,0.03825288141112082,-1.700694778305627
Maori,maor1246,-0.1033984759367561,0.00016095141127756322,0.01713676902201591,-6.043112748674447
Maragus_(Tape),mara1399,-0.07750709130299571,0.0011613212586499063,0.053244032962501596,-1.4775066459944863
Maranao_(Lanao_Moro),mara1404,-0.10840809011811631,3.7137624999158154e-05,0.01738323012526126,-6.2384969284576846
Marquesas,marq1246,-0.055524516012788544,0.00018387425931631497,0.03873035204481241,-1.4383651924374
Marshallese,mars1254,-0.005879491049305197,-0.002565855763705605,0.03881093073227995,-0.08537891833765184
Maskelynes,mask1242,-0.1479213310213774,0.0013903553534818473,0.044022229833567184,-3.391733834005116
Matukar,matu1261,-0.02209313494285748,0.0008749172183290718,0.01783023437852343,-1.288152004824549
Mekeo_(East),meke1243d,,0.009999999999999993,0.4534864937349293,
Mekeo_(North),meke1243c,,0.006999999999999991,0.4493895859941573,
Mekeo_(North-West),meke1243a,,0.00774999999999999,0.44539582115237686,
Mekeo_(West),meke1243b,,0.01524999999999999,0.4443590186999697,
Mekeo,meke1243,-0.2636410179346649,-0.003793774100977491,0.09529058512290157,-2.7268931500268145
Mekongga,meko1237,-0.23034898319568442,-0.0023437032017279247,0.03833226462487339,-5.9481296559245385
Mele-Fila_(Ifira-Mele),mele1250,-0.17275188233435462,0.00013507512632697223,0.017190343294896788,-10.057213779552947
Menui,menu1237,0.03135353740528802,4.290213241569907e-05,0.03878998705214661,0.8071834422316366
Merlav,merl1237,-0.14306642887609952,0.0016577780675303578,0.03088726789287218,-4.685561942402415
Minangkabau,mina1268,-0.2718130425468319,0.0003548415151122919,0.08204484773830963,-3.317306224152567
Miningir_(Lunga),mini1251,-0.05920093393646701,-0.00012009234992260465,0.017140787249305102,-3.4467986054105877
Mono-Alu,mono1273,-0.08857042047535352,0.0016760355029585773,0.06798590321863893,-1.3274289478523873
Mori_Atas,mori1269,-0.1654819289904833,-0.0019769244477318626,0.03680680437371437,-4.44224939722066
Mori_Bawah,mori1268,-0.06596772855026516,0.0003913275262419932,0.016727824656813852,-3.9669865889870315
Moronene,moro1287,0.019374850048176732,-0.00038465240529129437,0.01654870276094504,1.1940212316883516
Mortlockese,mort1237,-0.12128451506674763,-8.669164893262618e-05,0.01701284816713399,-7.1238996684840314
Mota,mota1237,-0.06036472432333394,-6.29275760804836e-05,0.0232899363253488,-2.589178257289647
Motu,motu1246,0.0031753758701772647,-0.0006074621622412782,0.03740435180905757,0.1011336341752223
Mouk,mouk1240,-0.05550831441654193,0.0005590574888978533,0.018774746999920273,-2.986318372528688
Muduapa_(Vitu),mudu1242,-0.055614757517749726,-0.00041196695496622225,0.02281844498863067,-2.419217899830089
Muna,muna1247,-0.10247634091954672,-0.0005618787439878048,0.01790495877041324,-5.6919685480631115
Munggava_(Rennell),mung1271,0.01304537852367859,-0.00022874607980194445,0.020523763906457836,0.6467685295923624
Mungiki_(Bellona),mung1270,-0.03407932387292146,0.0025260423566392893,0.08197284530680525,-0.4465547839965222
Mussau-Emira,muss1246,0.001266811366042789,0.000168993549562166,0.038598302433373,0.02844212691414698
Mwotlap,motl1237,-0.12413106475322455,0.0007922189085885409,0.017205430792179555,-7.2606890911789845
Nafsan,sout2856,-0.07494078992139899,-0.0018059193522571922,0.03780911067198616,-1.9343187202583287
Nage,nage1237,-0.17566041577251446,-0.0016730904144937723,0.037524845827928165,-4.636590011744412
Nahavaq,sout2857,-0.035040481044321066,0.0010280674501475717,0.0367399709238382,-0.9817250146778446
Nakanai,naka1262,-0.09684464689963777,-0.0005764479212263352,0.016086017536422526,-5.984588712553471
Nalik_(Lukuramau),nali1244,-0.04343053318974798,-9.904220600761093e-05,0.02250366254763124,-1.9255306060524573
Nalik_(Madina),nali1244b,-0.02645964020691959,-0.00047764885767328423,0.022687206158177174,-1.1452265725491981
Namakura,nama1268,-0.1101451732876906,-0.00014895893758283017,0.017718465889680058,-6.207998764394945
Namakura,nama1268b,-0.05277309304249579,-0.00031470261045018556,0.054345393069666056,-0.9652775970319789
Naman,litz1237,-0.02859960816757986,0.0008116152698641688,0.023529602485786068,-1.2499668643025725
Nanggu,nang1262,0.04818219055763952,0.0020550112346606852,0.03649941779435111,1.2637784959440581
Nehan,neha1247,-0.034719527973778315,-0.0004485798982811243,0.020210239625010656,-1.6957220058433184
Nengone,neng1238,-0.11110074595975925,0.0002770831554026012,0.0234977969788359,-4.739926437166775
Nese,nese1235,-0.22395496967577874,0.0005704779716706529,0.04434713037249041,-5.062908146740604
Neve'ei,vinm1237,-0.04757570951752247,-9.808908268344885e-05,0.020167969676389112,-2.3541100664397394
Neve'ei,vinm1237a,,-0.00651222400609184,0.06467448705194262,
Neverver,ling1265,-0.08236629408551549,0.00043268930897147367,0.016542538605574166,-5.00521627113429
Nguna,ngun1274,0.047675705880381974,0.0005411402062950146,0.020099216405975295,2.3450946903618757
Niuafo'ou,niua1240,0.08086086311214385,-0.0005994458396511764,0.037488676115808445,2.172931065907776
Niueans,niue1239,-0.11892741183601022,-5.3580338897586845e-05,0.016785999037217076,-7.081725146865047
North_Ambrym,nort2839,-0.031271844749865024,0.0004887200089843195,0.027772597369754327,-1.1435936054521894
"North_Efate_(Nguna,_Nakanamanga)",nort2836,-0.06605993410102423,-0.0024058121853371217,0.04395499622056304,-1.44816579203591
North_Marquesan,nort2845,-0.051972446184023816,-2.793004760234774e-05,0.021366463125706687,-2.4311237583315943
North_Tanna,nort2847,-0.07437782553291278,0.0004673334450984397,0.021648847857238942,-3.4572352058441993
Numbami,numb1247,0.009140640469377737,0.0007061700606322838,0.017362571225301434,0.4857846398034875
Olal,olal1237,-0.1211690490085569,0.0007794012910355879,0.02873823046763607,-4.243422379012734
Old_Javanese_(Kawi),kawi1241,,,,
Old_Rapa_(Rapa),rapa1245,-0.23143605997479455,-0.0017067941582292576,0.03881918959655587,-5.917930492731034
Owa_(Santa_Ana),owaa1237,-0.0867218645788083,-0.0018695440454980256,0.036817443791039836,-2.3046771257368106
Padoe,pado1242,-0.1669500085926014,0.0018331540139254877,0.038218101700325156,-4.416314654505482
Paici,paic1239,-0.08827720450778255,-0.0005291905073854313,0.01742190350678521,-5.036649064565327
Paiwan,paiw1248,-0.13582420555206035,0.00039516593204130893,0.01695090853547095,-8.036110347657955
Palauan,pala1344,-0.0795189316954959,0.0005062049764912772,0.019527526466408256,-4.098068273503479
Paluai,balu1257,-0.0473447756898051,-7.258246064353364e-05,0.01685850189815781,-2.8040565831254067
Pama_(Paamanese),paam1238,-0.35182372951934304,-0.00016872049797061095,0.0677281950674938,-5.192150900683747
Pampanga_(Kampampangan),pamp1243,-0.05365996839578527,0.00017084411325509646,0.01713244103543962,-3.1420398527966715
Pangasinan,pang1290,-0.15727947059714206,-0.00011316988306514386,0.018111823466584583,-8.677552594527048
Patani,pata1260,-0.10773715171347083,-0.0011999250529754616,0.017180559011365826,-6.201033772534147
Pendau,pend1242,-0.07865443894562485,-0.000245618001713592,0.016364356422730965,-4.791439328160637
Penrhyn_(Tongareva),penr1237,0.049576285136919696,-0.0007887550063280826,0.03706239983296725,1.3589254978153829
Petapa_Taje,taje1237a,0.08637168109600799,-0.0004456469707153552,0.03780207434769247,2.2966286788445216
Pohnpeian,pohn1238,-0.27318362368131116,0.0022775876178666465,0.03753192029550209,-7.3393849589995455
Pohnpeian,pohn1238a,-0.1553591774957317,0.0004689555547600902,0.024384544510997953,-6.390446743026508
Port_Sandwich,port1285,-0.06640909896238895,-0.00026526276008247997,0.025399893796564106,-2.604098927817323
Proto-Oceanic,ocea1241,-0.11090279731201366,0.0006015862826366097,0.04561909621881321,-2.4442479758874778
Pukapuka,puka1242,-0.024777864562699974,-0.000105615931315162,0.016825350569140213,-1.4663735254727344
Puluwatese_(Puluwat),pulu1242,-0.008905417148029943,-0.0001241271681906306,0.016937261511950696,-0.5184598450961718
Puyuma,puyu1239,-0.3028948296765901,0.001804767128096004,0.08916427387980198,-3.4172834426424736
Rade_(Rhade),rade1240,0.046926470352361624,0.0011587935752525346,0.04313397521218456,1.0610586330605707
Raga_(Hano),hano1246,0.03063009951188759,0.00010077924693003479,0.022405388076738194,1.3625883274324455
Raga_(Hano_Thomas_Ennever),hano1246b,-0.03735049725052998,0.0001851665590769157,0.02462763581197954,-1.524127776461131
Rahambuu,raha1237,-0.23034898319568442,-0.0019637828174225358,0.037416404613521095,-6.103878839703662
Rakahanga-Manihiki,raka1237,-0.17472134316788962,0.001653316407305093,0.03798513720092862,-4.643254508789371
Rangiora_(NW_Tuamotus),tuam1242,-0.1732683529558872,-5.720448419184676e-06,0.038519081935743285,-4.4980987032998625
Rarotongan_(Cook_Islands_Maori),raro1241,-0.1259121778326277,-0.0006655669811915785,0.019912260701135387,-6.289924219618851
Ratagnon,rata1245,-0.005487874609875707,0.0002757213814081992,0.017316866042102485,-0.3328313551234316
Rejang_(Rejangese),reja1240,-0.009577961699608359,-0.00024473164300822586,0.019367707537924165,-0.4818964783686769
Rennell_Islanders,renn1242,-0.07019960073814695,1.8556405458450777e-05,0.02039228503894539,-3.4433687548747995
Riuk_Bekati'_(Dayak),beka1241,0.11351943911196029,-0.0019538736932630096,0.037795153203547274,3.0552412946532392
Rotinese_Termanu_,term1237,-0.07261831694256521,0.0017130413504089573,0.02231145039079422,-3.3315341222121324
Rotumans,rotu1241,-0.05778290733621419,0.0008451426634232864,0.01691203807576764,-3.4666460504037353
Routa,rout1237,-0.0551254204012505,0.0013525765267011283,0.03834311415250339,-1.4729632210706658
Roviana,rovi1238,0.018769870900529714,-0.00020705319294264646,0.017540104127948725,1.0819162734179086
Saaroa,saar1237,-0.08387550024279959,-0.0011187555114913887,0.016495443292728146,-5.016945786948975
Samoan,samo1305,-0.03819698477033788,0.0009310082279210939,0.018435802140299447,-2.1223916757453023
Samoan,samo1305a,-0.14152256201531396,0.001392063270893466,0.02090037863331097,-6.837896470374488
Sarangani_Blaan,sara1326,-0.39226212513707837,-0.002224540306609572,0.03662188076745916,-10.65039743062682
Satawalese,sata1237,-0.2163209847810451,-0.002044012164790675,0.052858192207979354,-4.053808192553125
Sawai,sawa1247,-0.07201128261551748,0.00024273302530055597,0.01710383547319347,-4.224433505225214
Sa_a,saaa1240,-0.10727208251607626,-0.00011838821805093258,0.02746566679851165,-3.9013687555487246
Sa,saaa1241,-0.013787093858517677,-0.0008030854991091861,0.037854424477908794,-0.34299843514952233
Seke_(Ske),seke1241,-0.0635882204530818,0.0002702249660506555,0.016533157147563614,-3.8624471327028345
Senbarei,unua1237,-0.03770532376321845,-0.0011899770439968223,0.026410590069622167,-1.3826024569296578
Sie_(Sye),siee1239,-0.055262314931196446,-1.1057915190271744e-05,0.025754112127111137,-2.145337286073382
Sikaiana,sika1261,-0.05408897315661057,-3.447265787806525e-05,0.017912738617643073,-3.01765696762257
Sika,sika1262,-0.2861378823667098,-0.0020678371477790237,0.0981513748200698,-2.894203425470966
Sonsorol,sons1242,-0.10075938900830644,0.0002957524112175131,0.020801723771291043,-4.858017659045765
Southeast_Ambrym,sout2859,0.019593551197460958,0.000406515376871024,0.016978062128525376,1.1301075278993822
Southeast_Babar,sout2883,-0.4655864789730143,0.0019335906098216968,0.09739436374003649,-4.800278492816414
Southwest_Tanna,sout2869,-0.10029156689671093,-0.000450881949181153,0.01934859005769479,-5.1601013122826425
South_Efate,sout2856a,,-0.004008130038629494,0.05428153212752607,
South_Marquesan,sout2866,-0.3362342446153572,0.0028277049377518518,0.08563817451256366,-3.9592384060377954
South_Tuvaluan_(Vaitupu),sout2865,-0.07140828701053219,0.0008595514595162974,0.016408137815048275,-4.404390021868905
Sula_Fagudu,sula1245,-0.01700734108760357,0.0028864201717033813,0.05535275944618516,-0.3593996299073036
Sula_Mangoli,mang1408,0.021346295607261284,-0.0007533418622651649,0.024467252105816236,0.9032333248519163
Sundanese,sund1252,-0.09744674669498789,0.0002366082669916754,0.017347494576521783,-5.630977691394404
Sungagage,mari1426i,-0.11576924204605687,-0.00037621103466452087,0.022990378792476875,-5.01918789825039
Sungwadaga,mari1426b,-0.00027916607901754247,-0.0003242001772476184,0.01635676394816738,0.002753240089102195
Sungwadia,mari1426a,0.006450896900587977,5.6169111502968355e-05,0.0175990414976987,0.3633565947282527
Sungwaloge_(Nalemba_Edward),mari1426g,-0.0027534326278207963,0.00020970848940638498,0.016820495829918104,-0.17616253094969606
Sungwaloge_(Nalemba_Simeone_Tari),mari1426f,-0.037010263918076325,-0.0002550503943533109,0.016458760365657108,-2.2331702210341753
Sungwaloge_(Navenvene),mari1426d,-0.055611201078821455,-7.04296623532697e-05,0.02404914682671179,-2.3094695132709706
Sungwaloge_(Tauta),mari1426e,-0.054532057029534634,0.0006594790387535092,0.017078703328880656,-3.2315999057702127
Sungwaloge_(Tawet),mari1426c,-0.09458202963222351,0.000503339750338723,0.01765730607487415,-5.3850439574056
Sunwadia,mari1426,-0.0705601494652812,0.0022097434560011384,0.03684620465015833,-1.9749630555495936
Tadyawan,tady1237,-0.117432690430519,-0.0004123861439241408,0.01728743669806119,-6.769095171854996
Tagalog,taga1270,-0.024125164931264136,-0.0006337394907162698,0.017669169726931746,-1.3295149576123946
Tahitians,tahi1242,-0.16503560630014052,-0.0008438582289281978,0.022639049695528882,-7.252590116608982
Tajio,taji1246,0.044583686542673424,-0.00013423622208382497,0.0169013400791605,2.6458211334315935
Takia,taki1248,-0.060985789318499906,0.0001446170069345673,0.017192310100816642,-3.5556830912752533
Takuu,taku1257,-0.10197270384999935,0.000291628457150059,0.01774477425422748,-5.763067528615426
Talibabu,tali1262,-0.21210859790406947,-0.0003040249296151599,0.03844021936358047,-5.509973056374516
Talise_(Tolo),tali1259,-0.08773542903451256,0.00047810251517494816,0.016479795748519346,-5.3528291791852585
Tamambo,malo1243,-0.17319932506310115,0.0009391936439483153,0.037039997963230833,-4.701364154499002
Tanala,tana1285,-0.08860342911973758,0.00029513204847653017,0.0165041389133607,-5.386440433814301
Tanampedagi_Taje,taje1237b,-0.07865443894562485,-0.00010806888761744026,0.016718781308360454,-4.698091841103826
Tangoa_(Movono),tang1347,-0.3715118168308581,-0.0018531943590455603,0.09760417271201259,-3.787323965774641
Tasiko,tasi1237,0.019733398290993423,7.354156098773079e-05,0.019509595616040896,1.0077019081749317
Taumako,taum1237,-0.055277456646997,0.00040500997877282577,0.017410404936691014,-3.1982292673976556
Tausug_(Sulu_Moro),taus1251,-0.04431727057021309,-0.0001408938188558706,0.02005189619767262,-2.2031022061885936
Tausug,taus1251a,-0.10936532138300797,0.0004454894825951622,0.017270279222410118,-6.358369164240919
Tetum_(Tetun),tetu1245,-0.002467087349158098,-0.00197227964277174,0.03336256799643309,-0.0148312236168169
Tetun_Dili_(Tetum),tetu1246,0.0898534599199184,0.0009288551065628625,0.0368399298757141,2.4138103713377888
Thao,thao1240,-0.2105247581689509,0.0012001463989462996,0.022265369937473,-9.509157277084382
Tiale,tial1239,,0.0010168457031250037,0.09552737232621109,
Tialo_(Tomini),tomi1243,-0.0245288827657485,0.0008124411646809365,0.017173927108327318,-1.4755695520648797
Tigak,tiga1245,-0.180032631018134,0.00022466300549176088,0.09495807386312176,-1.8982829652111455
Tikopia,tiko1237,-0.05883781765250677,0.0001790720452417763,0.017549994276214377,-3.362786834508233
Tikopia,tiko1237a,-0.073707599663376,3.275332943187692e-05,0.016499693785392455,-4.469195243980337
Tirax_(Mae),maee1241,-0.12680457853806293,0.0008380474060694363,0.03864034903544255,-3.3033507494213676
Tiri-Mea_(Grand_Couli),tiri1258,-0.17250511366357973,-0.0007507021455876314,0.03355315008855201,-5.118875904787042
Tokelau,toke1240,-0.01582254546545981,0.00014314708695329354,0.01853380685766718,-0.8614362216582784
Tokelau,toke1240a,-0.01911888069710812,-0.0010885824850886626,0.01902016350078039,-0.9479570567981543
Tokotu'a_(Kabaena),kaba1285,-0.010018359891421743,0.0016062317627490378,0.03757380419214663,-0.3093802159271501
Tolaki,tola1247,-0.09958510360982395,0.00045144993876968187,0.017137728774057392,-5.837211853884987
Tomadino,toma1248,-0.11287647570804718,0.0006885570041482326,0.03812830387901986,-2.978496842464705
Tombulu,tomb1243,-0.05272749106296974,-7.664983799935077e-05,0.01741304610606438,-3.023643359368001
Tongan,tong1325,-0.0804928807970498,-0.0004999371472613172,0.016245484515051107,-4.92401095059225
Tonsea,tons1240,-0.0574303741861053,-0.0010463602492752492,0.01704630964840796,-3.307696216940189
Toqabaqita,toab1237,-0.16731617148773414,-0.0010727627648680707,0.017691102851606244,-9.397006513235674
Torete,tore1237,0.014525433137606441,-0.0012008718300544306,0.03681629783372848,0.42715606655195915
Totoli,toto1304,0.01771932645882195,0.00012359242041100514,0.01798008989931936,0.9786232514375266
Tubuai,tubu1240,-0.20881137847710024,-0.0011569730663870818,0.03844870975426467,-5.400815963341409
Tukang_Besi_South,tuka1249,-0.3859329690957372,-0.0025473014888337444,0.09518919384614904,-4.0276175489683865
Tulambatu,tula1253,-0.07529333681726302,-0.0014300748754190618,0.03788234550522511,-1.9498069867837515
Tungag,tung1290,-0.02812412590942001,-0.00238059381994622,0.06901804529446963,-0.372997119516171
Ulawa,ulaw1237,-0.1217293261962868,-0.0013239968677208904,0.028664023992693428,-4.200573142112137
Uma_Juman_(Kayan),umaj1240,-0.19285869303758507,-0.00020220826033968565,0.01688767823696783,-11.40810963318287
Umiray_Dumaget_Agta,umir1236,0.006283091285573757,0.0006267767911196428,0.03798736893029505,0.14889987524098267
Urak_Lawoi,urak1238,0.05858055992080367,0.000842605996670435,0.03788629444358052,1.5239799714410018
Ura,urav1235,-0.15613950364580387,0.002593384567208062,0.06727280374303583,-2.359540250757635
Uripiv-Wala-Rano-Atchin,urip1239,0.001078797093005627,-0.0007753430073479363,0.024327964035036106,0.07621435553272395
Vaekau-Taumako,pile1238,-0.11676070476324998,-0.0006002895425129813,0.016752245243445586,-6.9340206958936115
Vao,vaoo1237,-0.05617703845907032,0.0013171585626625766,0.03739931047293135,-1.537306337862718
Varisi,vari1239,-0.09427492663587475,0.0002188683262811042,0.03639312932985991,-2.596473474585913
Vera'a,vera1241,-0.08769718900114201,0.0007928458061857295,0.037238910376782564,-2.376278841458767
Vures,vure1239,-0.03635461868979324,-0.0011139868735099406,0.0369861720136383,-0.9528055999763548
Waia,waia1242,-0.1049907387785618,0.0007927392920308912,0.037845985453035934,-2.7951043368090427
Wallisian_(East_Uvea),wall1257,-0.03627200726924727,0.0016499918130374075,0.03890704644955099,-0.9746820317357274
Waropen,waro1242,-0.1493960892491894,0.0010784235237515682,0.02881869294877744,-5.22142045235693
Waru,waru1266,-0.23034898319568442,-0.00021164397493066988,0.037734053548969304,-6.098929682232348
Watut,watu1246,-0.04252837271871064,0.00018201822344103468,0.01715445567317944,-2.489754950891756
Wawonii,wawo1239,-0.08919426895646429,0.0006362007180455292,0.0171808345506042,-5.228527718483311
Weda,weda1240,-0.1413523904337868,-0.0005502153323906599,0.017463445166093383,-8.062680288009513
Western_Bukidnon_Manobo,west2555,-0.037037961838910345,0.0001312622328421359,0.016709086489132618,-2.224491691746696
Western_Tawbuid_(Batangan),west2559,-0.1258757612343223,0.0008252784231965818,0.017396681948183338,-7.2830577712981475
West_Coast_Bajau,west2560,-0.14079412096234034,0.0005028299179746308,0.01767591619003636,-7.99375542185258
West_Futuna,west2515,-0.06203713586107736,0.0002817607205189816,0.016720812117288743,-3.727025705716815
Whitesands,whit1269,-0.10624903262835464,3.174510419519922e-05,0.021058639435260894,-5.046896693363378
Wiwirano,wiwi1237,-0.23034898319568442,-0.001196753310230754,0.03652547967483759,-6.273763737682456
Wogeo,woge1237,0.05785836805623643,-0.0002909968049467594,0.037980972861068336,1.5310130436597655
Woleaian,wole1240,-0.26814348361172846,0.0020294461801995266,0.07097468997005586,-3.806609509755007
Wolio,woli1241,-0.11863194497493718,0.0007548197821023124,0.03862758848966275,-3.0907123489986685
Wuvulu_Aua,wuvu1239,-0.08874053299721388,0.0001593469797074025,0.016816603043227855,-5.286435063514316
Xalangi_(Maevo_Vanuatu),mari1426h,0.022756955832971992,8.06742807247931e-05,0.01727224861219365,1.3128737352841526
Xaracuu_(Canala),xara1244,0.016702902959495163,-0.0004930914696836052,0.03807378998777096,0.4516491380212478
Yabem,yabe1254,-0.02751797713474774,-4.534432674912431e-05,0.017575380397464518,-1.5631316185885746
Yakan,yaka1277,-0.10051591224995456,7.738387886255603e-05,0.016787720217655025,-5.992076042762903
Yami_Tao_,yami1254,-0.04514869808576761,-0.00021388031845039136,0.01719617569174338,-2.613070404304624
Zabana_(Kia),zaba1237,-0.03931750517622251,0.0022564514858576207,0.054645843780321335,-0.7607889966748292
De_kwana_Maquiritari_,maqu1238,-0.11092273056120532,0.0002499435205199042,0.017547279718564825,-6.3356073342870225
Galibi_Carib,gali1262,-0.05157742179826481,0.0009535773735406612,0.024553832940890547,-2.1394215436044344
Macushi,macu1259,-0.08324537503113323,-0.0004499802359844631,0.017646986840473024,-4.691758176260388
Panare,enap1235,-0.050550891963810005,0.0004348790971301132,0.016703378341467668,-3.0524226907058236
Pemon,pemo1248,-0.04444060091762478,-0.0015187135284702822,0.03646067015574814,-1.1772105999644586
Waimiri_Atroari,waim1253,-0.01588668800478856,-0.0011380455822655531,0.0349467987428402,-0.42203128621458263
Wai_Wai,waiw1244,-0.12304623886632063,0.001026047989408024,0.017025495507775414,-7.287440579868339
Chenchu,chen1255,-0.004648134795852082,0.0007252305243731509,0.025833815689541396,-0.20799735450619458
Dandami_Maria,dand1238,-0.12195476935537808,0.0007199071336931646,0.02386964933951613,-5.139358134012622
Gondi,gond1265,-0.27957114706225006,-0.0062571518482611955,0.08616774649414508,-3.171882825467183
Kadar,kada1242,-0.007411615437536354,0.0008647039263853163,0.03745796899468305,-0.22094949582281004
Kodava,koda1255,0.03536180886753169,-0.00022522149221173792,0.02278034098914214,1.5621816362057697
Koya,koya1251,-0.0399850271041937,-0.0004477805453910922,0.017264395690728233,-2.290103127098501
Kui,kuii1252,0.03627773515949972,0.0003566106516385553,0.0188549170294452,1.90513299272355
Kurukh,kuru1302,-0.06708864891487812,-0.00027269361288040405,0.037329329840993665,-1.7899050314217788
Kuvi,kuvi1243,0.03840313434971881,-0.0008345786183865027,0.029200732366687788,1.3437235914284025
Malapandaram,mala1468,0.039737588842882046,-0.001839050136274753,0.02765817890901822,1.5032312545205326
Malayalam,mala1464,0.05645443691776643,0.00013918319355015862,0.03584713073355811,1.5709835786521413
Northern_Gondi,nort2702,-0.026284829949800824,-0.0007719219255250652,0.03544036978132482,-0.7198826700087001
Paliyan,pali1274,-0.018971124014370275,-0.0004305470283327805,0.023490306281652343,-0.7892863023467279
Tamil,tami1289,-0.037758189328645685,4.190836383849117e-05,0.01669423785348024,-2.2642601611551862
Telugu,telu1262,-0.0639873417053906,-3.3122038275630846e-05,0.017358523053344076,-3.684312281095502
Toda,toda1252,-0.043181586496846294,-4.531456441765697e-05,0.017870407341342147,-2.4138382023690856
Yerukula,yeru1240,0.014453987908474715,-0.002018451180474617,0.04996718302800317,0.3296651540215438
Albanian,alba1267,-0.0902243288075544,-0.0010712804491226483,0.01638783420914528,-5.44019711333665
Albanian_Tosk_,tosk1239,-0.0958619065468771,-0.00022905000620357296,0.01681322626047012,-5.68795393930537
Ancient_Greek,anci1242,-0.15670474065747952,3.805176341831135e-05,0.016351418955756224,-9.58588320958649
Armenian,nucl1235,0.052576490663650395,0.0008465409797135626,0.016736376670582708,3.0908691111656106
Assamese,assa1263,-0.11620847769981893,-0.0003249308986375109,0.02364641906931113,-4.900680583453659
Avestan,aves1237,-0.030923855456042655,-0.0010489241622691923,0.02332130566177884,-1.2810145249601237
Balochi,balo1260,-0.07983162067768404,-0.00035469962334763825,0.018116863762186693,-4.386902838018781
Belarusian,bela1254,-0.046844787534663375,0.00038153471291646685,0.01716666361898646,-2.7510483863240127
Bengali,beng1280,-0.03477249876688049,4.483570240366719e-06,0.0172945395481517,-2.0108648883246816
Bihari,biha1245,-0.26456118071280665,-0.00017309057950701712,0.07589300906340292,-3.483694919942141
Boers,afri1274,-0.06874431924541233,5.677246799246738e-05,0.016669241718247525,-4.127427802435035
Breton,bret1244,-0.09482404886793958,-0.00024190508321643477,0.016482116699147634,-5.7384707019829815
Bulgarian,bulg1262,-0.10444121112214902,-0.0005086059383608432,0.01710612913721727,-6.075752401381401
Central_Kurdish,cent1972,0.05587283302040462,-0.0004022340369865493,0.016547143700472583,3.400893113400832
Chavacano,chav1241,-0.08135959144126007,-0.00023606211314555574,0.016710179505173426,-4.85473715605502
Cornish,corn1251,-0.14567404015249513,-0.0011629547418202906,0.03126120335761423,-4.6226974616918115
Czech,czec1258,-0.13158318464280724,-0.0001979909503296881,0.016385938101159632,-8.018167338443652
Danish,dani1285,-0.15150720780868304,-0.0010145356152954038,0.017232784387481957,-8.732928400282592
Dari,dari1249,-0.00949148855309068,-0.00047575009955538574,0.01678275956698047,-0.5372023842415918
Dutch,dutc1256,-0.0937363098196477,-0.0008782313796979948,0.017736863637967684,-5.235315574123089
Eastern_Armenian,east2283,-0.08012322687218132,-0.0005884434892400641,0.016658520900555748,-4.774420481730036
Eastern_Pahari_Nepali_,east1436,-0.23046080780572892,0.0013603310784809884,0.049902134893739396,-4.645515454956891
Eastern_Yiddish,east2295,0.028122414738656724,0.00011779433798807765,0.017349212778177126,1.6141723984096
English,stan1293,-0.08083923390705508,-8.314784523674607e-05,0.017560666700326175,-4.598691350386962
Frisian,fris1239,-0.12220663250539429,-0.0013008655838463248,0.017275087348470122,-6.998851263826191
German,stan1295,-0.12080156587606646,0.0003720830875446022,0.01715235274250913,-7.064549731612224
Gothic,goth1244,-0.09786134057345854,0.0005742993893060447,0.023903981705107956,-4.11795997742628
Gujarati,guja1252,-0.13539634348599794,-0.0002972407405113177,0.016716282689968137,-8.081886699999576
